skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_sv_tcv25,skolverket_andel_sv_tcv25,skolverket_and_uppn_alla_amnen_sv_tcv25,skolverket_and_behorig_sv_tcv25,skolverket_gmv_sv_tcv25,skolverket_antal_f_sv_tcv25,skolverket_andel_f_sv_tcv25,skolverket_and_uppn_alla_amnen_f_sv_tcv25,skolverket_and_behorig_f_sv_tcv25,skolverket_gmv_f_sv_tcv25,skolverket_antal_f_utl_tcv25,skolverket_andel_f_utl_tcv25,skolverket_and_uppn_alla_amnen_f_utl_tcv25,skolverket_and_behorig_f_utl_tcv25,skolverket_gmv_f_utl_tcv25,year
Gällivare,Tallbackaskolan MH,Kommunal,Gällivare,68699648,37,"94,9","70,3",~100,"188,4",..,..,.,.,.,..,..,.,..,..,2013
Gävle,Bergby Centralskola 1-9,Kommunal,Gävle,55373417,31,"100,0","45,2","77,4","167,9",.,.,.,.,.,.,.,.,.,.,2013
Gävle,Lillhagsskolan,Kommunal,Gävle,51387807,76,"90,5","64,5","89,5","185,7",..,..,..,..,..,..,..,..,..,..,2013
Gävle,Milboskolan,Kommunal,Gävle,93378411,38,"95,0","81,6",~100,"202,2",..,..,.,.,.,..,..,..,..,..,2013
Gävle,Nynäs Montessori,Kommunal,Gävle,40944032,..,..,..,..,..,..,..,.,.,..,..,..,..,..,..,2013
Gävle,Sofiedalskolan,Kommunal,Gävle,80177526,86,"95,6","70,9","81,4","187,4",..,..,..,..,..,..,..,.,.,..,2013
Gävle,Solängsskolan,Kommunal,Gävle,58984764,95,"84,1","89,5",~100,"225,8",..,..,..,..,..,..,..,..,"100,0","214,2",2013
Gävle,Stenebergsskolan,Kommunal,Gävle,17248313,..,..,..,..,"156,8",..,..,..,..,..,27,"60,0",..,..,"130,0",2013
Gävle,Stigslunds skola,Kommunal,Gävle,91652716,68,"90,7","79,4",~100,"216,0",..,..,..,..,..,..,..,..,..,..,2013
Gävle,Stora Sätraskolan,Kommunal,Gävle,49779956,38,"63,3","52,6","78,9","167,6",..,..,..,..,..,..,..,..,..,"137,5",2013
Gävle,Sörbyskolan,Kommunal,Gävle,23223141,52,"62,7","61,5","78,8","187,1",..,..,..,..,..,..,..,..,"50,0","134,9",2013
Göteborg,Bergsjöskolan 7-9,Kommunal,Göteborg,35416997,..,..,.,.,..,..,..,..,"57,1","166,9",33,"50,0",..,"36,4","130,6",2013
Göteborg,Bergums skola 4-9,Kommunal,Göteborg,98771543,52,"91,2","50,0","84,6","183,2",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Brunnsboskolan,Kommunal,Göteborg,20519865,57,"64,0","73,7","89,5","228,3",20,"22,5","80,0",~100,"233,8",12,"13,5",..,..,..,2013
Göteborg,Bräckeskolan,Kommunal,Göteborg,85329103,28,"75,7","57,1","67,9","175,1",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Ekåsa skola och internat,Kommunal,Göteborg,93540606,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Göteborg,Fiskebäcksskolan 6-9,Kommunal,Göteborg,99641533,51,"85,0","84,3",~100,"238,9",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Fjällskolan,Kommunal,Göteborg,53332364,37,"72,5","78,4",~100,"224,5",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Flatås G-klasser,Kommunal,Göteborg,98780126,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Göteborg,Frölunda Bräcke,Kommunal,Göteborg,51009918,..,..,.,.,..,..,..,.,.,.,.,.,.,.,.,2013
Göteborg,Frölundaskolan 6-9,Kommunal,Göteborg,97820269,35,"41,2","68,6","82,9","222,7",24,"28,2","58,3","79,2","200,1",26,"30,6","65,4","69,2","200,2",2013
Göteborg,Gamlestadsskolan H,Kommunal,Göteborg,90710178,36,"50,7","75,0",~100,"203,0",22,"31,0","54,5",~100,"204,9",13,"18,3",..,..,"171,7",2013
Göteborg,Gathenhielmsskolan,Kommunal,Göteborg,22061272,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Göteborg,Glöstorpsskolan 7-9,Kommunal,Göteborg,85656343,63,"72,4","77,8","90,5","214,1",..,..,"76,5",~100,"208,4",..,..,..,..,..,2013
Göteborg,Guldhedsskolan 7-9,Kommunal,Göteborg,98423378,47,"61,0","74,5","83,0","211,6",..,..,"61,9",~100,"183,6",..,..,..,..,..,2013
Göteborg,Gårdstensskolan 4-9,Kommunal,Göteborg,55886598,..,..,.,..,..,29,"46,8",..,"51,7","182,8",29,"46,8",..,"41,4","154,6",2013
Göteborg,Herrgårdsskolan,Kommunal,Göteborg,54775782,25,"92,6","64,0",~100,"202,1",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Hjällboskolan 6-9,Kommunal,Göteborg,63925456,..,..,..,..,..,58,"56,9","43,1","56,9","168,4",..,..,"30,8","41,0","138,0",2013
Göteborg,Hovåsskolan 7-9,Kommunal,Göteborg,32603156,98,"91,6","83,7","94,9","236,5",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Jättestensskolan F-9,Kommunal,Göteborg,55124975,12,"23,5",..,..,"155,5",17,"33,3","76,5",~100,"206,5",22,"43,1",..,..,"158,1",2013
Göteborg,Kannebäcksskolan döva och hör,Kommunal,Göteborg,61201931,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,2013
Göteborg,Karl Johansskolan,Kommunal,Göteborg,61374247,25,"73,5","84,0","100,0","241,6",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Klarebergsskolan 7-9,Kommunal,Göteborg,20429308,69,"84,1","84,1","91,3","215,6",..,..,"83,3",~100,"202,5",..,..,.,..,..,2013
Göteborg,Kärralundsskolan 7-9,Kommunal,Göteborg,77176658,68,"90,7","91,2",~100,"254,4",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Kärraskolan 4-9,Kommunal,Göteborg,85930744,47,"68,1","68,1","74,5","199,5",..,..,"81,3",~100,"235,2",..,..,..,..,..,2013
Göteborg,Lindåsskolan 4-9,Kommunal,Göteborg,61845870,45,"95,7","84,4",~100,"228,2",..,..,.,.,.,..,..,..,..,..,2013
Göteborg,Lövgärdesskolan 4-9,Kommunal,Göteborg,31928894,13,"20,3",..,..,"179,8",30,"46,9","53,3","76,7","184,7",21,"32,8",.,..,"99,6",2013
Göteborg,Nordhemsskolan,Kommunal,Göteborg,19560147,85,"76,6","82,4","91,8","219,8",..,..,"80,0",~100,"202,1",..,..,..,..,..,2013
Göteborg,Nordlyckeskolan,Kommunal,Göteborg,93002896,101,"99,0","88,1",~100,"231,0",..,..,.,.,.,..,..,..,..,..,2013
Göteborg,Nya Lundenskolan,Kommunal,Göteborg,77193656,45,"64,3","73,3","80,0","219,5",..,..,"75,0",~100,"223,8",..,..,..,..,..,2013
Göteborg,Nya Påvelundsskolan 1,Kommunal,Göteborg,33511119,82,"91,1","95,1","100,0","238,2",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Nya Påvelundsskolan 2,Kommunal,Göteborg,43441529,83,"92,2","88,0",~100,"238,5",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Nygårdsskolan 4-9,Kommunal,Göteborg,65651613,65,"94,2","95,4","100,0","244,9",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Nytorpsskolan 4-9,Kommunal,Göteborg,16396010,..,..,..,..,..,41,"53,9","41,5","61,0","172,5",..,..,"40,6","46,9","158,5",2013
Göteborg,Park-Kålltorpsskolan 7-9,Kommunal,Göteborg,89792955,82,"89,1","89,0",~100,"239,2",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Rambergsskolan,Kommunal,Göteborg,42348410,19,"44,2","73,7","73,7","211,9",14,"32,6","85,7",~100,"217,5",10,"23,3",..,..,..,2013
Göteborg,Resursskolan Linden,Kommunal,Göteborg,52459484,..,..,.,..,..,..,..,.,.,..,.,.,.,.,.,2013
Göteborg,Ryaskolan F-9,Kommunal,Göteborg,28890717,10,"23,8",..,..,..,11,"26,2",..,..,"177,0",21,"50,0",..,..,"87,5",2013
Göteborg,Sandeklevsskolan 7-9,Kommunal,Göteborg,91683255,..,..,..,..,..,..,..,..,"63,6","187,5",43,"58,1","34,9","41,9","161,9",2013
Göteborg,Sannaskolan,Kommunal,Göteborg,71588377,43,"86,0","60,5","74,4","181,8",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Sjumilaskolan F-9,Kommunal,Göteborg,25261308,..,..,..,..,..,23,"59,0",..,~100,"192,0",..,..,..,..,"104,7",2013
Göteborg,Skälltorpssk. Sv. Balettskolan,Kommunal,Göteborg,24937512,19,"90,5","68,4","100,0","220,8",..,..,..,..,..,..,..,.,.,.,2013
Göteborg,Skälltorpsskolan,Kommunal,Göteborg,21231498,50,"50,0","74,0",~100,"215,5",36,"36,0","83,3",~100,"218,4",14,"14,0",..,..,"180,7",2013
Göteborg,Styrsöskolan,Kommunal,Göteborg,81179515,29,"93,5","82,8",~100,"229,6",..,..,.,.,.,..,..,..,..,..,2013
Göteborg,Toleredsskolan,Kommunal,Göteborg,98511483,57,"55,3","63,2","82,5","196,8",29,"28,2","69,0","75,9","178,2",17,"16,5",..,..,"152,2",2013
Göteborg,Torpaskolan 7-9,Kommunal,Göteborg,50118397,33,"82,5","87,9",~100,"228,0",..,..,..,..,..,..,..,.,.,..,2013
Göteborg,Torslandaskolan 6-9,Kommunal,Göteborg,54282652,82,"98,8","76,8","90,2","216,2",..,..,.,.,.,..,..,..,..,..,2013
Göteborg,Trulsegårdsskolan,Kommunal,Göteborg,84103533,118,"92,2","78,8","88,1","201,9",..,..,..,..,..,..,..,..,..,..,2013
Göteborg,Tynneredsskolan,Kommunal,Göteborg,12026626,50,"53,8","66,0","80,0","216,8",17,"18,3","64,7",~100,"208,8",26,"28,0",..,"65,4","162,9",2013
Göteborg,Utmarksskolan,Kommunal,Göteborg,39000072,25,"35,7","56,0","64,0","191,4",21,"30,0","57,1","71,4","191,0",24,"34,3",..,..,"158,8",2013
Göteborg,Vättleskolan 4-9,Kommunal,Göteborg,27760036,13,"21,7",..,..,"135,4",19,"31,7",..,"73,7","179,4",28,"46,7","39,3","50,0","187,7",2013
Göteborg,Ånässkolan 4-6,Kommunal,Göteborg,18504905,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Göteborg,Önneredsskolan 2,Kommunal,Göteborg,26855170,53,"54,1","75,5",~100,"226,1",31,"31,6","67,7",~100,"213,6",14,"14,3",..,~100,"199,8",2013
Götene,Fornängsskolan,Kommunal,Götene,34900938,81,"87,1","81,5","92,6","207,2",..,..,..,..,..,..,..,..,..,..,2013
Götene,Västerbyskolan,Kommunal,Götene,78301783,50,"94,3","76,0","90,0","216,3",..,..,..,..,..,..,..,..,..,..,2013
Habo,Hagabodaskolan 6-9,Kommunal,Habo,38553494,100,"87,7","84,0","88,0","211,3",..,..,..,..,..,..,..,..,..,..,2013
Hagfors,Kyrkhedens skola 4-9,Kommunal,Hagfors,64460662,30,"83,3","63,3","80,0","185,1",..,..,.,.,.,..,..,..,..,..,2013
Hagfors,Älvstrandens Bildn.Centrum 7-9,Kommunal,Hagfors,18315553,60,"89,6","86,7","86,7","211,0",..,..,.,.,.,..,..,..,..,..,2013
Hallsberg,Folkasboskolan,Kommunal,Hallsberg,99707554,41,"95,3","65,9","75,6","212,7",..,..,.,.,.,..,..,..,..,..,2013
Hallsberg,Transtenskolan,Kommunal,Hallsberg,63503591,103,"81,7","64,1","76,7","194,9",..,..,..,..,..,..,..,"47,6","47,6","160,1",2013
Hallstahammar,Lindboskolan,Kommunal,Hallstahammar,88403889,71,"69,6","77,5","85,9","214,7",..,..,..,..,..,..,..,..,..,"178,1",2013
Hallstahammar,Tunboskolan,Kommunal,Hallstahammar,32758035,31,"100,0","83,9",~100,"204,3",.,.,.,.,.,.,.,.,.,.,2013
Halmstad,Brunnsåkersskolan 1,Kommunal,Halmstad,71629462,105,"87,5","78,1","91,4","214,7",..,..,..,..,"195,3",..,..,..,..,..,2013
Halmstad,Brunnsåkersskolan 2,Kommunal,Halmstad,87737594,..,..,.,.,..,..,..,.,.,.,.,.,.,.,.,2013
Halmstad,Furulundsskolan 1,Kommunal,Halmstad,84189577,28,"82,4","71,4",~100,"208,6",..,..,..,..,..,..,..,.,.,..,2013
Halmstad,Fyllingeskolan 1,Kommunal,Halmstad,65388353,21,"56,8","100,0","100,0","231,8",..,..,"100,0","100,0","214,8",..,..,..,..,..,2013
Halmstad,Förberedelseklass,Kommunal,Halmstad,32197343,..,..,.,.,.,.,.,.,.,.,..,..,.,.,.,2013
Halmstad,Getingeskolan 1,Kommunal,Halmstad,99829869,79,"92,9","92,4","100,0","228,7",..,..,.,.,.,..,..,..,..,..,2013
Halmstad,Gullbrandstorpsskolan 1,Kommunal,Halmstad,74772092,50,"96,2","100,0","100,0","225,6",..,..,.,.,.,..,..,..,..,..,2013
Halmstad,Hallägraskolan 1,Kommunal,Halmstad,18751410,43,"91,5","86,0",~100,"223,3",..,..,..,..,..,..,..,.,.,..,2013
Halmstad,Hallägraskolan 2,Kommunal,Halmstad,67995611,44,"91,7","97,7","100,0","238,9",..,..,..,..,..,..,..,..,..,..,2013
Halmstad,Stenstorpsskolan,Kommunal,Halmstad,52347444,42,"95,5","83,3",~100,"232,6",..,..,..,..,..,..,..,.,.,.,2013
Halmstad,Trönningeskolan 1,Kommunal,Halmstad,86573921,56,"91,8","85,7",~100,"219,2",..,..,..,..,..,..,..,..,..,..,2013
Halmstad,Vallåsskolan 1,Kommunal,Halmstad,19274764,41,"69,5","82,9",~100,"206,5",..,..,"83,3",~100,"204,6",..,..,..,..,..,2013
Halmstad,Östergårdsskolan 1,Kommunal,Halmstad,74243509,33,"44,0","75,8",~100,"198,2",21,"28,0","71,4",~100,"211,9",21,"28,0","52,4",~100,"196,9",2013
Halmstad,Östergårdsskolan 2,Kommunal,Halmstad,24668709,25,"55,6","96,0","100,0","212,9",..,..,"85,7",~100,"218,2",..,..,..,..,..,2013
Halmstad,Östergårdsskolan 3,Kommunal,Halmstad,63902508,11,"50,0","90,9",~100,"214,8",..,..,"100,0","100,0","266,8",..,..,..,..,..,2013
Halmstad,Österledskolan 1,Kommunal,Halmstad,92337813,82,"94,3","74,4","81,7","196,4",..,..,..,..,..,..,..,..,..,..,2013
Hammarö,Hammarlundens skola 7-9,Kommunal,Hammarö,95243847,60,"96,8","96,7",~100,"237,0",..,..,..,..,..,..,..,..,..,..,2013
Hammarö,Mörmoskolan 7-9,Kommunal,Hammarö,47480841,79,"92,9","83,5","88,6","210,7",..,..,..,..,..,..,..,..,..,..,2013
Haninge,Brandbergsskolan,Kommunal,Haninge,73184968,49,"48,0","75,5","89,8","229,2",21,"20,6","85,7",~100,"207,7",32,"31,4",..,"34,4","161,3",2013
Haninge,Dalarö skola,Kommunal,Haninge,74610376,28,"100,0","89,3",~100,"219,4",.,.,.,.,.,.,.,.,.,.,2013
Haninge,Haga Lyckebyskolan,Kommunal,Haninge,81680693,51,"91,1","94,1",~100,"217,1",..,..,..,..,..,..,..,..,..,..,2013
Haninge,Ribbyskolan,Kommunal,Haninge,59497255,90,"83,3","72,2","81,1","210,0",..,..,..,..,..,..,..,..,..,"184,0",2013
Haninge,Söderbymalmsskolan,Kommunal,Haninge,10035236,89,"49,7","70,8","88,8","200,4",43,"24,0","67,4","88,4","202,8",47,"26,3","55,3","83,0","195,6",2013
Haninge,Tungelsta skola,Kommunal,Haninge,38975788,75,"89,3","81,3","90,7","202,5",..,..,..,..,..,..,..,..,..,..,2013
Haninge,Utö skola,Kommunal,Haninge,86577795,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Haninge,Vendelsömalmsskolan,Kommunal,Haninge,72266104,68,"87,2","66,2","76,5","182,6",..,..,..,..,..,..,..,..,..,..,2013
Haparanda,Gränsskolan,Kommunal,Haparanda,29991096,42,"72,4","76,2","88,1","205,2",..,..,..,..,..,..,..,..,..,"177,1",2013
Haparanda,Marielundsskolan,Kommunal,Haparanda,13768276,11,"61,1",..,"100,0","213,2",..,..,..,..,..,..,..,..,..,..,2013
Haparanda,Språkskolan,Kommunal,Haparanda,98675845,27,"93,1","100,0","100,0","240,5",..,..,..,..,..,..,..,..,..,..,2013
Heby,Heby skola 7-9,Kommunal,Heby,36374693,85,"92,4","75,3","87,1","208,4",..,..,..,..,..,..,..,..,..,..,2013
Heby,Östervåla skola 7-9,Kommunal,Heby,88091927,58,"92,1","69,0","86,2","198,1",..,..,..,..,..,..,..,..,..,..,2013
Hedemora,Jonsboskolan 7-9,Kommunal,Hedemora,74123583,17,"94,4","94,1",~100,"216,0",..,..,.,.,.,..,..,..,..,..,2013
Hedemora,Vasaskolan,Kommunal,Hedemora,42687238,110,"89,4","78,2","91,8","201,4",.,.,.,.,.,13,"10,6",..,..,"147,1",2013
Helsingborg,Dalhemsskolan,Kommunal,Helsingborg,86764194,..,..,..,..,..,17,"58,6",..,~100,"194,7",..,..,..,..,"182,3",2013
Helsingborg,Elinebergsskolan,Kommunal,Helsingborg,41811292,75,"72,8","88,0",~100,"226,2",18,"17,5","55,6",~100,"185,4",10,"9,7",..,..,..,2013
Helsingborg,Gantofta skola,Kommunal,Helsingborg,28424574,33,"84,6","84,8",~100,"221,2",..,..,.,.,.,..,..,..,..,..,2013
Helsingborg,Gläntanskolan,Kommunal,Helsingborg,67721487,10,"47,6",..,..,"172,5",10,"47,6",..,..,"186,5",..,..,.,..,..,2013
Helsingborg,Holstagårdsskolan,Kommunal,Helsingborg,28754789,37,"94,9","100,0","100,0","264,4",..,..,.,.,.,..,..,..,..,..,2013
Helsingborg,Högastensskolan,Kommunal,Helsingborg,13175575,39,"58,2","79,5",~100,"212,8",12,"17,9","91,7",~100,"219,8",16,"23,9",..,..,"179,2",2013
Helsingborg,International school of Hbg/Gr,Kommunal,Helsingborg,47717980,..,..,"100,0","100,0","281,0",..,..,..,..,..,23,"60,5","60,9","73,9","252,5",2013
Helsingborg,Laröds skola,Kommunal,Helsingborg,87251726,26,"86,7","76,9",~100,"236,0",..,..,..,..,..,..,..,..,..,..,2013
Helsingborg,Magnus Stenbocksskolan,Kommunal,Helsingborg,23608621,42,"80,8","85,7",~100,"237,7",..,..,..,..,..,..,..,..,..,..,2013
Helsingborg,Maria Parkskolan,Kommunal,Helsingborg,42164778,37,"84,1","83,8",~100,"220,5",..,..,..,..,..,..,..,..,..,..,2013
Helsingborg,Musikgrundskolan Synkopen,Kommunal,Helsingborg,55200547,15,"75,0","93,3","100,0","231,2",..,..,..,..,..,..,..,..,..,..,2013
Helsingborg,Påarps skola,Kommunal,Helsingborg,66351593,59,"83,1","64,4","91,5","199,2",..,..,..,..,..,..,..,..,..,..,2013
Helsingborg,Rydebäcks skola,Kommunal,Helsingborg,40385157,34,"91,9","91,2","100,0","239,0",..,..,.,..,..,..,..,..,..,..,2013
Helsingborg,Slottsvångsskolan,Kommunal,Helsingborg,63957271,11,"25,0",..,..,"185,7",16,"36,4",..,"62,5","141,4",17,"38,6",..,"58,8","135,6",2013
Helsingborg,Svensgårdsskolan,Kommunal,Helsingborg,89693828,31,"88,6","77,4","80,6","220,2",..,..,..,..,..,..,..,..,..,..,2013
Helsingborg,Västra Berga skola,Kommunal,Helsingborg,28060171,26,"59,1","69,2","80,8","197,8",..,..,..,..,"230,8",..,..,..,..,..,2013
Helsingborg,Västra Ramlösa skola,Kommunal,Helsingborg,49010566,28,"90,3","82,1",~100,"225,6",..,..,..,..,..,..,..,..,..,..,2013
Helsingborg,Wieselgrensskolan,Kommunal,Helsingborg,51014228,52,"45,6","84,6",~100,"213,2",38,"33,3","92,1",~100,"221,7",24,"21,1","58,3","62,5","184,5",2013
Helsingborg,Ättekullaskolan,Kommunal,Helsingborg,64728140,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Herrljunga,Altorpskolan,Kommunal,Herrljunga,24142437,95,"91,3","82,1","93,7","213,3",..,..,..,..,..,..,..,..,..,..,2013
Hjo,Guldkroksskolan 7-9,Kommunal,Hjo,81342093,83,"94,3","88,0",~100,"208,1",..,..,.,..,..,..,..,..,..,..,2013
Hofors,Petreskolan,Kommunal,Hofors,25716177,102,"90,3","81,4","84,3","204,7",..,..,..,..,..,..,..,..,..,..,2013
Huddinge,Annerstaskolan,Kommunal,Huddinge,79012683,32,"31,4","87,5",~100,"228,4",31,"30,4","80,6",~100,"207,9",39,"38,2","33,3","46,2","154,6",2013
Huddinge,Balingsnässkolan,Kommunal,Huddinge,13654969,43,"86,0","81,4",~100,"232,2",..,..,..,..,..,..,..,..,..,..,2013
Huddinge,Edboskolan,Kommunal,Huddinge,98477278,75,"81,5","92,0",~100,"217,5",..,..,..,~100,"211,6",..,..,..,..,..,2013
Huddinge,Kungsklippeskolan,Kommunal,Huddinge,89510449,40,"76,9","92,5","100,0","233,8",..,..,..,..,..,..,..,..,..,..,2013
Huddinge,Kvarnbergsskolan,Kommunal,Huddinge,54516737,172,"89,6","93,0","97,1","225,3",..,..,..,~100,"194,8",..,..,..,..,..,2013
Huddinge,Källbrinksskolan,Kommunal,Huddinge,41213404,79,"91,9","97,5","100,0","224,7",..,..,..,..,..,..,..,..,..,..,2013
Huddinge,Rosenhillskolan,Kommunal,Huddinge,16654786,..,..,.,.,..,..,..,.,.,..,.,.,.,.,.,2013
Huddinge,Segeltorpsskolan,Kommunal,Huddinge,15483394,62,"77,5","85,5","90,3","216,2",..,..,"100,0","100,0","235,2",..,..,..,..,..,2013
Huddinge,Skogåsskolan,Kommunal,Huddinge,93760143,49,"52,7","77,6","85,7","224,1",25,"26,9","80,0",~100,"227,1",19,"20,4",..,..,"169,5",2013
Huddinge,Tomtbergaskolan,Kommunal,Huddinge,28313791,33,"66,0","81,8",~100,"220,5",..,..,"92,9","100,0","237,1",..,..,..,..,..,2013
Huddinge,Trångsundsskolan,Kommunal,Huddinge,42601396,68,"94,4","85,3",~100,"228,1",..,..,..,..,..,..,..,.,..,..,2013
Huddinge,Vistaskolan,Kommunal,Huddinge,50783450,35,"66,0","88,6",~100,"234,5",..,..,"85,7",~100,"230,2",..,..,..,..,..,2013
Huddinge,Vårbyskolan,Kommunal,Huddinge,64949601,..,..,..,..,..,..,..,..,..,..,27,"75,0",..,..,"144,4",2013
Hudiksvall,Ede skola,Kommunal,Hudiksvall,83627088,60,"92,3","93,3",~100,"226,3",..,..,.,.,.,..,..,..,..,..,2013
Hudiksvall,Iggesunds skola,Kommunal,Hudiksvall,80631297,41,"93,2","95,1","100,0","233,0",..,..,.,.,.,..,..,..,..,..,2013
Hudiksvall,Läroverket,Kommunal,Hudiksvall,23786565,92,"77,3","68,5","85,9","203,5",..,..,..,..,..,..,..,..,..,"181,3",2013
Hudiksvall,Östra skolan,Kommunal,Hudiksvall,50190330,104,"92,9","67,3","80,8","196,3",..,..,..,..,..,..,..,..,..,..,2013
Hultsfred,Albäcksskolan 2,Kommunal,Hultsfred,62351132,74,"78,7","73,0","78,4","197,7",..,..,..,..,..,..,..,..,"68,8","177,7",2013
Hylte,Örnaskolan 2,Kommunal,Hylte,74001260,55,"79,7","78,2","89,1","220,8",..,..,..,..,..,..,..,..,..,..,2013
Hylte,Örnaskolan 3,Kommunal,Hylte,80477825,35,"83,3","57,1","80,0","180,8",..,..,..,..,..,..,..,..,..,..,2013
Håbo,Futurum,Kommunal,Håbo,64305292,56,"83,6","66,1","91,1","192,2",..,..,..,..,..,..,..,..,..,..,2013
Håbo,Gransäterskolan,Kommunal,Håbo,90826660,47,"90,4","57,4","80,9","169,7",..,..,.,..,..,..,..,..,..,..,2013
Håbo,Resursskolan,Kommunal,Håbo,44553894,..,..,.,..,..,..,..,.,.,.,.,.,.,.,.,2013
Håbo,Västerängsskolan,Kommunal,Håbo,29299366,35,"76,1","74,3",~100,"217,6",..,..,..,..,..,..,..,..,..,..,2013
Hällefors,Klockarhagsskolan,Kommunal,Hällefors,38657898,44,"73,3","79,5","88,6","194,4",..,..,..,..,..,..,..,"71,4",~100,"184,1",2013
Härjedalen,Funäsdalens skola,Kommunal,Härjedalen,72295998,15,"100,0","100,0","100,0","218,3",.,.,.,.,.,.,.,.,.,.,2013
Härjedalen,Sonfjällsskolan,Kommunal,Härjedalen,85325551,21,"95,5","81,0",~100,"207,0",..,..,..,..,..,..,..,.,.,.,2013
Härjedalen,Södra Skolan,Kommunal,Härjedalen,79022806,47,"88,7","80,9","83,0","213,3",..,..,.,.,.,..,..,..,..,..,2013
Härjedalen,Ytterhogdals Centralskola,Kommunal,Härjedalen,92387607,12,"100,0",..,..,"171,9",.,.,.,.,.,.,.,.,.,.,2013
Härnösand,Gerestaskolan,Kommunal,Härnösand,87856368,45,"86,5","75,6","84,4","207,2",..,..,..,..,..,..,..,..,..,..,2013
Härnösand,Kiörningskolan,Kommunal,Härnösand,13510547,51,"73,9","90,2",~100,"233,9",..,..,..,..,..,..,..,..,..,"128,9",2013
Härnösand,Landgrenskolan,Kommunal,Härnösand,19405413,69,"87,3","62,3","85,5","196,0",..,..,..,..,..,..,..,..,..,..,2013
Härnösand,Murbergsskolan,Kommunal,Härnösand,93068004,48,"90,6","83,3",~100,"217,0",..,..,.,.,.,..,..,..,..,..,2013
Härryda,Båtsmansskolan,Kommunal,Härryda,37772170,53,"88,3","92,5","100,0","245,3",..,..,..,..,..,..,..,..,..,..,2013
Härryda,Djupedalskolan,Kommunal,Härryda,91978548,53,"93,0","86,8",~100,"208,7",..,..,.,.,.,..,..,..,..,..,2013
Härryda,Ekdalaskolan,Kommunal,Härryda,17730768,87,"87,9","96,6",~100,"228,3",..,..,..,..,..,..,..,..,..,..,2013
Härryda,Landvetterskolan,Kommunal,Härryda,98934110,69,"97,2","85,5",~100,"219,9",..,..,..,..,..,..,..,.,.,.,2013
Härryda,Rävlandaskolan,Kommunal,Härryda,34127854,52,"94,5","78,8","86,5","215,4",..,..,.,.,.,..,..,..,..,..,2013
Härryda,Önnerödsskolan,Kommunal,Härryda,28698437,57,"93,4","87,7",~100,"212,2",..,..,..,..,..,..,..,..,..,..,2013
Hässleholm,Bjärnums skola 4-9,Kommunal,Hässleholm,83878055,56,"90,3","69,6","85,7","196,4",..,..,..,..,..,..,..,..,..,..,2013
Hässleholm,Furutorpskolan 7-9,Kommunal,Hässleholm,78602001,51,"89,5","84,3","90,2","197,0",..,..,.,.,..,..,..,..,..,..,2013
Hässleholm,Hästveda skola 4-9,Kommunal,Hässleholm,50909158,37,"94,9","89,2",~100,"220,3",..,..,.,.,.,..,..,.,.,..,2013
Hässleholm,Linné 7-9,Kommunal,Hässleholm,84432632,37,"69,8","86,5",~100,"211,6",..,..,..,..,"217,5",..,..,..,..,..,2013
Hässleholm,Läredaskolan 7-9,Kommunal,Hässleholm,29689372,51,"60,0","84,3",~100,"218,6",23,"27,1","73,9",~100,"211,7",11,"12,9",..,..,"164,8",2013
Hässleholm,Silviaskolan,Kommunal,Hässleholm,65408331,14,"87,5",..,..,"199,1",..,..,.,.,.,..,..,.,.,..,2013
Hässleholm,T4-skolan F-9,Kommunal,Hässleholm,76278008,30,"75,0","80,0",~100,"211,7",..,..,..,..,..,..,..,..,..,..,2013
Hässleholm,T4-skolan Montessori,Kommunal,Hässleholm,28804882,25,"92,6","92,0",~100,"227,9",..,..,.,.,.,..,..,..,..,..,2013
Hässleholm,Tyringe skola 6-9,Kommunal,Hässleholm,98064311,65,"95,6","83,1","90,8","217,2",..,..,.,.,.,..,..,..,..,..,2013
Hässleholm,Vannarödsskolan,Kommunal,Hässleholm,93845278,39,"100,0","64,1","84,6","193,1",.,.,.,.,.,.,.,.,.,.,2013
