skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,skolverket_andel_natt_malen_alla_exklok_tcv139,skolverket_and_beh_yrk_exklok_tcv139,skolverket_gnm_meritvarde_exklok_tcv139,year
Gävle,Trädgårdsskolan GKS,Enskild,Föreningen För Gefle Kristna Skola,87088456,..,..,..,..,..,..,..,2016
Gävle,Bergby Centralskola 1-9,Kommunal,Gävle,55373417,34,"61,8","70,6","186,8","61,8","70,6","186,8",2016
Gävle,Lillhagsskolan,Kommunal,Gävle,51387807,86,"67,4","83,7","193,8","68,2","84,7","195,5",2016
Gävle,Sofiedalskolan,Kommunal,Gävle,80177526,120,"81,7","87,5","224,5","81,7","87,5","224,5",2016
Gävle,Solängsskolan,Kommunal,Gävle,58984764,147,"74,8","88,4","230,6","75,3","89,0","232,1",2016
Gävle,Stigslunds skola,Kommunal,Gävle,91652716,88,"88,6",~100,"237,7","88,6",~100,"237,7",2016
Gävle,Stora Sätraskolan,Kommunal,Gävle,49779956,87,"56,3","82,8","207,5","56,3","82,8","207,5",2016
Gävle,Vallbacksskolan,Kommunal,Gävle,54990077,110,"31,8","61,8","162,3","31,8","61,8","162,3",2016
Gävle,Engelska Skolan i Gävle,Enskild,Internationella Engelska Skolan i Sverige AB,53952728,195,"81,5","93,8","257,1","81,5","93,8","257,1",2016
Gävle,Kunskapsskolan Gävle,Enskild,Kunskapsskolan i Sverige Aktiebolag,21423670,79,"67,1","79,7","228,7","67,1","79,7","228,7",2016
Gävle,Magelungens grundskola Gävle,Enskild,Magelungen Utveckling AB,64745639,..,.,..,..,.,..,..,2016
Gävle,"Prolympia, Gävle",Enskild,Ulno AB,57578095,107,"74,8","93,5","217,0","74,8","93,5","217,0",2016
Göteborg,Assaredsskolan,Enskild,Assareds Skolkooperativ Ek För.,25852980,25,"68,0",~100,"216,0","68,0",~100,"216,0",2016
Göteborg,Böskolans friskola,Enskild,Böskolans Friskola Ek.För.,83071620,44,"97,7","100,0","278,6","97,7","100,0","278,6",2016
Göteborg,Centrina Kviberg,Enskild,Centrina utbildning Aktiebolag,17517182,52,"90,4",~100,"250,0","90,4",~100,"250,0",2016
Göteborg,Centrina Lindholmen,Enskild,Centrina utbildning Aktiebolag,79866556,71,"93,0",~100,"262,9","93,0",~100,"262,9",2016
Göteborg,Ebba Petterssons Grundskola,Enskild,Ebba Petterssons Privatskolas Stiftelse,88247874,99,"93,9",~100,"261,2","93,9",~100,"261,2",2016
Göteborg,Römosseskolan,Enskild,Föreningen Islamiska Skolan i Göteborg,72408586,38,"65,8","84,2","248,2","65,8","84,2","248,2",2016
Göteborg,Sverigefinska skolan i Gbg,Enskild,Föreningen Sverigefinska Skolan i Göteborg Ek F,56289245,..,..,..,..,..,..,..,2016
Göteborg,Prolympia Göteborg,Enskild,Gothenburg Association AB,54367867,104,"76,9","89,4","232,3","76,9","89,4","232,3",2016
Göteborg,Änglagårdskolan,Enskild,Gothenburg Association AB,87427999,45,"82,2","100,0","247,1","82,2","100,0","247,1",2016
Göteborg,Bergsjöskolan 7-9,Kommunal,Göteborg,35416997,80,"35,0","60,0","179,1","35,0","60,0","179,1",2016
Göteborg,Bergums skola 4-9,Kommunal,Göteborg,98771543,68,"72,1","79,4","207,2","79,0","87,1","221,7",2016
Göteborg,Brunnsboskolan 6-9,Kommunal,Göteborg,47880725,71,"52,1","63,4","196,2","60,7","73,8","208,1",2016
Göteborg,Fiskebäcksskolan 6-9,Kommunal,Göteborg,99641533,57,"84,2","89,5","249,8","88,9",~100,"249,8",2016
Göteborg,Flatåsskolan 3,Kommunal,Göteborg,98780126,..,..,..,..,..,..,..,2016
Göteborg,Frölundaskolan 7-9,Kommunal,Göteborg,97820269,75,"42,7","62,7","177,1","42,7","62,7","177,1",2016
Göteborg,Gamlestadsskolan H,Kommunal,Göteborg,90710178,101,"53,5","74,3","202,3","53,5","74,3","202,3",2016
Göteborg,Glöstorpsskolan 7-9,Kommunal,Göteborg,85656343,90,"52,2","56,7","178,1","64,4","67,1","200,5",2016
Göteborg,Guldhedsskolan 7-9,Kommunal,Göteborg,98423378,79,"73,4","82,3","216,6","73,4","82,3","216,6",2016
Göteborg,Gårdstensskolan 4-9,Kommunal,Göteborg,55886598,51,"39,2","52,9","185,2","39,2","52,9","185,2",2016
Göteborg,Hjällboskolan 6-9,Kommunal,Göteborg,63925456,98,"38,8","63,3","172,3","39,2","63,9","172,7",2016
Göteborg,Hovåsskolan 7-9,Kommunal,Göteborg,32603156,115,"80,0","90,4","249,7","80,0","90,4","249,7",2016
Göteborg,Johannebergsskolan,Kommunal,Göteborg,69180213,15,"93,3",~100,"255,5","93,3",~100,"255,5",2016
Göteborg,Jättestensskolan 2 F-9,Kommunal,Göteborg,55124975,43,"81,4","100,0","246,2","81,4","100,0","246,2",2016
Göteborg,Kannebäcksskolan döva och hörsel,Kommunal,Göteborg,61201931,..,.,.,.,.,.,.,2016
Göteborg,Klarebergsskolan 7-9,Kommunal,Göteborg,20429308,114,"58,8","66,7","183,2","72,8","82,6","206,7",2016
Göteborg,Kålltorpsskolan,Kommunal,Göteborg,16954837,103,"91,3","92,2","245,2","94,9",~100,"253,6",2016
Göteborg,Kärralundsskolan,Kommunal,Göteborg,14037390,69,"94,2","100,0","260,5","94,2","100,0","260,5",2016
Göteborg,Kärraskolan 7-9,Kommunal,Göteborg,85930744,67,"79,1","89,6","242,7","79,1","89,6","242,7",2016
Göteborg,Lindåsskolan 4-9,Kommunal,Göteborg,61845870,55,"96,4","100,0","263,0","96,4","100,0","263,0",2016
Göteborg,Lövgärdesskolan 4-9,Kommunal,Göteborg,31928894,86,"26,7","52,3","157,8","30,7","60,0","171,4",2016
Göteborg,Nordhemsskolan,Kommunal,Göteborg,19560147,222,"77,9","82,0","238,8","83,9","88,3","240,7",2016
Göteborg,Nordlyckeskolan,Kommunal,Göteborg,93002896,133,"94,0",~100,"255,4","94,0",~100,"255,4",2016
Göteborg,Nya Påvelundsskolan 1,Kommunal,Göteborg,33511119,112,"92,0","94,6","273,1","95,4",~100,"273,1",2016
Göteborg,Nya Påvelundsskolan 2,Kommunal,Göteborg,43441529,85,"92,9","94,1","260,4","97,5",~100,"260,4",2016
Göteborg,Nygårdsskolan 4-9,Kommunal,Göteborg,65651613,57,"89,5",~100,"254,7","89,5",~100,"254,7",2016
Göteborg,Nytorpsskolan 4-9,Kommunal,Göteborg,16396010,94,"36,2","51,1","158,6","48,6","68,6","186,3",2016
Göteborg,Sandeklevsskolan 2,Kommunal,Göteborg,91683255,51,"41,2","60,8","200,8","41,2","60,8","200,8",2016
Göteborg,Sannaskolan 2,Kommunal,Göteborg,42792002,61,"67,2","85,2","214,2","67,8","86,4","217,3",2016
Göteborg,Santosskolan,Kommunal,Göteborg,76261770,131,"55,7","66,4","192,1","58,9","70,2","195,1",2016
Göteborg,Sjumilaskolan F-9 A,Kommunal,Göteborg,70895303,19,..,"68,4","153,6",..,"68,4","153,6",2016
Göteborg,Sjumilaskolan F-9 B,Kommunal,Göteborg,70791331,26,"42,3","61,5","176,2","42,3","61,5","176,2",2016
Göteborg,Skälltorpsskolan,Kommunal,Göteborg,21231498,120,"68,3","78,3","208,7","68,3","78,3","208,7",2016
Göteborg,Styrsöskolan,Kommunal,Göteborg,81179515,42,"61,9","83,3","193,2","66,7",~100,"202,6",2016
Göteborg,Svartedalsskolan/Landamäreskolan 4-9,Kommunal,Göteborg,12846714,52,"30,8","53,8","148,0","31,4","54,9","150,3",2016
Göteborg,Svenska Balettskolan i Göteborg,Kommunal,Göteborg,24937512,14,"71,4",~100,"241,3","71,4",~100,"241,3",2016
Göteborg,Toleredsskolan 7-9,Kommunal,Göteborg,27774991,91,"62,6","79,1","206,1","62,6","79,1","206,1",2016
Göteborg,Torpaskolan,Kommunal,Göteborg,11465652,49,"61,2","75,5","196,5","61,2","75,5","196,5",2016
Göteborg,Torslandaskolan 6-9 spår A,Kommunal,Göteborg,54282652,101,"81,2","88,1","214,6","82,8","89,9","214,6",2016
Göteborg,Trulsegårdsskolan A,Kommunal,Göteborg,84103533,154,"81,8","89,6","235,2","84,0","92,0","239,6",2016
Göteborg,Tynneredsskolan,Kommunal,Göteborg,12026626,43,"46,5","65,1","188,4","50,0","71,1","194,4",2016
Göteborg,Utmarksskolan,Kommunal,Göteborg,39000072,85,"37,6","45,9","146,9","37,6","45,9","146,9",2016
Göteborg,Vättleskolan 4-9,Kommunal,Göteborg,27760036,61,"31,1","34,4","150,8","38,0","42,0","165,6",2016
Göteborg,Vättleskolan F-3,Kommunal,Göteborg,30107536,..,.,.,.,.,.,.,2016
Göteborg,Ånässkolan,Kommunal,Göteborg,84500401,..,.,.,..,.,.,..,2016
Göteborg,Önneredsskolan 2,Kommunal,Göteborg,26855170,110,"82,7","93,6","251,0","82,7","93,6","251,0",2016
Göteborg,ISGR/International section,Enskild,Göteborgsregionens Internationella Skola AB,30191226,55,.,.,.,.,.,.,2016
Göteborg,ISGR/Swedish-English,Enskild,Göteborgsregionens Internationella Skola AB,80498460,51,"84,3","90,2","262,8","84,3","90,2","262,8",2016
Göteborg,Internationella Engelska Skolan Johanneberg,Enskild,Internationella Engelska Skolan i Sverige AB,41921747,169,"76,9","90,5","239,7","76,9","90,5","239,7",2016
Göteborg,Drakbergsskolan,Enskild,Kannebäcks Friskoleförening,60526603,20,"75,0",~100,"213,0","75,0",~100,"213,0",2016
Göteborg,Kunskapsskolan Krokslätt,Enskild,Kunskapsskolan i Sverige Aktiebolag,83045482,60,"88,3",~100,"241,5","88,3",~100,"241,5",2016
Göteborg,Magelungens Grundskola Karlaskolan Göteborg,Enskild,Magelungen Utveckling AB,97205555,..,.,.,..,.,.,..,2016
Göteborg,Franska skolan Göteborg,Enskild,Medborgarskolan Region Väst,55860193,17,"100,0","100,0","267,4","100,0","100,0","267,4",2016
Göteborg,Fenestra Centrum,Enskild,Pysslingen Förskolor och Skolor AB,87139814,93,"81,7",~100,"243,1","81,7",~100,"243,1",2016
Göteborg,Fenestra Nya Hovås,Enskild,Pysslingen Förskolor och Skolor AB,21497343,49,"91,8","100,0","253,2","91,8","100,0","253,2",2016
Göteborg,Fenestra S:t Jörgen,Enskild,Pysslingen Förskolor och Skolor AB,27265374,71,"85,9",~100,"255,0","85,9",~100,"255,0",2016
Göteborg,Montessoriskolan Skäret,Enskild,Skäret Skolkooperativ Ek.För.,25894254,21,"90,5","100,0","248,6","90,5","100,0","248,6",2016
Göteborg,Montessoriskolan Casa,Enskild,Stiftelsen Casa Dei Bambini,76938537,28,"89,3","100,0","266,7","89,3","100,0","266,7",2016
Göteborg,The English School Gothenburg,Enskild,Stiftelsen English School In Gothenburg,66890810,29,"86,2",~100,"274,3","86,2",~100,"274,3",2016
Göteborg,Brandströmska skolan Nylöse,Enskild,Stiftelsen För Kristen Skolverksamhet,11295861,16,..,..,"203,0",..,..,"203,0",2016
Göteborg,Vasaskolan,Enskild,Stiftelsen För Kristna Skolor,56168083,43,"83,7",~100,"247,8","83,7",~100,"247,8",2016
Göteborg,Kristinaskolan,Enskild,Stiftelsen För Kristna Skolor i Angeredområdet,46512685,22,"59,1",~100,"211,0","59,1",~100,"211,0",2016
Göteborg,Göteborgs Högre Samskola gr.,Enskild,Stiftelsen Göteborgs Högre Samskola,52538248,179,"96,6",~100,"277,1","96,6",~100,"277,1",2016
Göteborg,Katolska skolan av Notre Dame,Enskild,Stiftelsen Katolska Skolan Av Notre Dame,45045293,40,"45,0","62,5","183,5","47,4","63,2","187,6",2016
Göteborg,Montessoriskolan Centrum,Enskild,Stiftelsen Montessoriskolan Centrum,73995321,28,"96,4",~100,"257,4","96,4",~100,"257,4",2016
Göteborg,Rudolf Steinerskolan Göteborg,Enskild,Stiftelsen Rudolf Steinerskolan,42817980,20,"75,0",~100,"258,3","75,0",~100,"258,3",2016
Göteborg,Victoriaskolan,Enskild,Tyska Skolan Göteborg Ek. För.,80678068,42,"85,7",~100,"235,7","85,7",~100,"235,7",2016
Göteborg,Vetenskapsskolan,Enskild,Vetenskapsskolan i Göteborg AB,71259819,21,"76,2",~100,"248,1","76,2",~100,"248,1",2016
Göteborg,Vittra Kronhusparken,Enskild,Vittraskolorna AB,67543412,47,"87,2",~100,"244,6","87,2",~100,"244,6",2016
Göteborg,Martinaskolan,Enskild,"Waldorfföreningen, Martinaskolan, ekonomisk förening",47927698,10,..,..,"176,5",..,..,"176,5",2016
Götene,Liljestensskolan,Kommunal,Götene,34900938,140,"76,4","82,1","203,7","79,3","85,2","210,3",2016
Habo,Hagabodaskolan,Kommunal,Habo,38553494,124,"73,4","78,2","205,8","84,3","89,8","229,0",2016
Hagfors,Kyrkhedens skola F-9,Kommunal,Hagfors,76332227,37,"67,6","78,4","193,4","73,5","85,3","197,5",2016
Hagfors,Älvstranden bildn.centrum 7-9,Kommunal,Hagfors,18315553,82,"54,9","63,4","179,0","66,2","76,5","199,6",2016
Hallsberg,Folkasboskolan,Kommunal,Hallsberg,99707554,51,"70,6","80,4","206,1","76,6","87,2","217,2",2016
Hallsberg,Transtenskolan,Kommunal,Hallsberg,63503591,101,"69,3","81,2","222,8","70,7","81,8","222,3",2016
Hallstahammar,Lindboskolan,Kommunal,Hallstahammar,88403889,144,"48,6","56,9","192,7","60,3","70,7","206,5",2016
Hallstahammar,Tunboskolan,Kommunal,Hallstahammar,32758035,43,"86,0",~100,"239,7","86,0",~100,"239,7",2016
Halmstad,Brunnsåkersskolan 2,Kommunal,Halmstad,87737594,13,..,..,..,..,..,..,2016
Halmstad,Brunnsåkersskolan 3,Kommunal,Halmstad,61539121,100,"78,0","81,0","219,5","78,0","81,0","219,5",2016
Halmstad,Centrumskolan,Kommunal,Halmstad,82520235,..,..,..,..,..,..,..,2016
Halmstad,Furulundsskolan 1,Kommunal,Halmstad,84189577,37,"89,2",~100,"235,7","89,2",~100,"235,7",2016
Halmstad,Fyllingeskolan 1,Kommunal,Halmstad,65388353,54,"81,5","81,5","216,9","91,7",~100,"236,5",2016
Halmstad,Förberedelseklass 1,Kommunal,Halmstad,32197343,23,.,.,.,.,.,.,2016
Halmstad,Getingeskolan 2,Kommunal,Halmstad,28451136,65,"90,8",~100,"242,1","90,8",~100,"242,1",2016
Halmstad,Gullbrandstorpsskolan 1,Kommunal,Halmstad,74772092,84,"79,8","83,3","245,9","90,5",~100,"245,9",2016
Halmstad,Stenstorpsskolan 1,Kommunal,Halmstad,52347444,40,"80,0","85,0","222,1","80,0","85,0","222,1",2016
Halmstad,Söndrumskolan 1,Kommunal,Halmstad,18751410,44,"90,9",~100,"236,6","90,9",~100,"236,6",2016
Halmstad,Söndrumskolan 2,Kommunal,Halmstad,67995611,68,"83,8","88,2","238,6","83,8","88,2","238,6",2016
Halmstad,Trönningeskolan 1,Kommunal,Halmstad,86573921,56,"75,0","83,9","219,9","77,8","87,0","223,3",2016
Halmstad,Vallåsskolan 1,Kommunal,Halmstad,19274764,60,"80,0","90,0","211,1","81,4","91,5","211,1",2016
Halmstad,Östergårdsskolan 1,Kommunal,Halmstad,74243509,35,"57,1","62,9","196,9","74,1","81,5","237,7",2016
Halmstad,Östergårdsskolan 4,Kommunal,Halmstad,90716191,118,"61,9","71,2","201,9","61,9","71,2","201,9",2016
Halmstad,Österledskolan 1,Kommunal,Halmstad,92337813,53,"71,7","75,5","205,2","79,2","83,3","213,5",2016
Halmstad,Österledskolan 2,Kommunal,Halmstad,14732915,47,"83,0","87,2","220,2","83,0","87,2","220,2",2016
Halmstad,Eketånga Montessoriskola,Enskild,Ideella Föreningen Eketånga Montessoriskola,28459364,22,"86,4",~100,"253,1","86,4",~100,"253,1",2016
Halmstad,Engelska Skolan i Halmstad,Enskild,Internationella Engelska Skolan i Sverige AB,78323330,83,"89,2",~100,"266,0","89,2",~100,"266,0",2016
Halmstad,Vittra Halmstad,Enskild,Vittraskolorna AB,61582926,13,"84,6",~100,"204,8","84,6",~100,"204,8",2016
Halmstad,Wallbergsskolan,Enskild,Wallbergsskolans Ideella Förening,42422737,21,"85,7","100,0","232,6","85,7","100,0","232,6",2016
Hammarö,Hammarlundens skola 7-9,Kommunal,Hammarö,95243847,102,"90,2","92,2","250,6","96,8",~100,"260,7",2016
Hammarö,Mörmoskolan 7-9,Kommunal,Hammarö,47480841,120,"67,5","75,8","223,2","84,4","94,8","233,4",2016
Haninge,Deltaskolan,Enskild,Deltaskolan AB,73926940,49,"73,5",~100,"240,5","75,0",~100,"240,5",2016
Haninge,Funkis skola,Enskild,Funktionsanalys i Skolan Stockholm AB,14845171,..,.,.,..,.,.,..,2016
Haninge,Brandbergsskolan,Kommunal,Haninge,73184968,46,"60,9","82,6","216,4","60,9","82,6","216,4",2016
Haninge,Dalarö skola,Kommunal,Haninge,47640376,23,"91,3",~100,"238,4","91,3",~100,"238,4",2016
Haninge,HagaLyckebyskolan,Kommunal,Haninge,81680693,74,"93,2",~100,"246,2","93,2",~100,"246,2",2016
Haninge,Ribbyskolan,Kommunal,Haninge,59497255,134,"73,1","88,8","229,3","72,5","88,5","229,6",2016
Haninge,Söderbymalmsskolan,Kommunal,Haninge,10035236,138,"67,4","77,5","212,7","68,4","77,9","213,8",2016
Haninge,Tungelsta skola,Kommunal,Haninge,38975788,88,"85,2","93,2","218,7","85,2","93,2","218,7",2016
Haninge,Utö skola,Kommunal,Haninge,47140640,..,..,..,..,..,..,..,2016
Haninge,Vendelsömalmsskolan,Kommunal,Haninge,72266104,74,"68,9","83,8","213,1","71,8","87,3","220,1",2016
Haninge,Rudanskolan,Enskild,Pysslingen Förskolor och Skolor AB,17957898,91,"87,9",~100,"240,4","87,9",~100,"240,4",2016
Haparanda,Gränsskolan,Kommunal,Haparanda,29991096,80,"73,8","83,8","211,5","74,7","85,3","215,3",2016
Haparanda,Marielundsskolan,Kommunal,Haparanda,13768276,24,"66,7","79,2","193,5","65,2","78,3","188,8",2016
Haparanda,Språkskolan,Kommunal,Haparanda,98675845,35,"94,3",~100,"255,7","88,9",~100,"253,1",2016
Heby,Heby skola 7-9,Kommunal,Heby,36374693,62,"82,3","91,9","228,7","82,3","91,9","228,7",2016
Heby,Östervåla skola 7-9,Kommunal,Heby,88091927,63,"69,8","87,3","210,4","69,8","87,3","210,4",2016
Hedemora,Dormsjöskolan/grundskola,Enskild,AB Dormsjöskolan,36022766,..,.,..,..,.,..,..,2016
Hedemora,Vasaskolan 7-9,Kommunal,Hedemora,35494110,173,"54,9","64,7","172,8","66,9","77,7","196,8",2016
Hedemora,Olympica,Enskild,Olympica AB,87686617,20,"85,0",~100,"232,1","85,0",~100,"232,1",2016
Hedemora,Annaskolan,Enskild,Stiftelsen Annaskolan,95227669,..,..,..,..,..,..,..,2016
Helsingborg,Dalhemsskolan,Kommunal,Helsingborg,86764194,31,"45,2","58,1","180,1","48,3","62,1","190,3",2016
Helsingborg,Elinebergsskolan,Kommunal,Helsingborg,41811292,112,"76,8","86,6","225,7","79,6","89,8","233,0",2016
Helsingborg,Gantofta skola,Kommunal,Helsingborg,28424574,30,"83,3",~100,"202,8","83,3",~100,"202,8",2016
Helsingborg,Gläntanskolan,Kommunal,Helsingborg,67721487,20,"55,0","65,0","217,6","57,9","68,4","217,6",2016
Helsingborg,Holstagårdsskolan,Kommunal,Helsingborg,28754789,42,"97,6",~100,"266,5","97,6",~100,"266,5",2016
Helsingborg,Högastensskolan,Kommunal,Helsingborg,13175575,84,"83,3","90,5","227,5","85,4","91,5","230,0",2016
Helsingborg,International school of Hbg/Gr,Kommunal,Helsingborg,47717980,44,"72,7","79,5","278,2","72,7","79,5","278,2",2016
Helsingborg,Laröds skola,Kommunal,Helsingborg,87251726,36,"100,0","100,0","279,7","100,0","100,0","279,7",2016
Helsingborg,Maria Parkskolan,Kommunal,Helsingborg,42164778,84,"79,8","82,1","233,7","84,8","87,3","236,3",2016
Helsingborg,Musikgrundskolan Synkopen,Kommunal,Helsingborg,55200547,15,"80,0",~100,"244,6","80,0",~100,"244,6",2016
Helsingborg,Påarps skola,Kommunal,Helsingborg,66351593,61,"63,9","88,5","199,2","66,1","91,5","202,3",2016
Helsingborg,Rydebäckskolan,Kommunal,Helsingborg,40385157,51,"90,2",~100,"255,4","95,8","100,0","265,6",2016
Helsingborg,Slottsvångsskolan,Kommunal,Helsingborg,63957271,23,"69,6","73,9","218,7","72,7","72,7","214,4",2016
Helsingborg,Svensgårdsskolan,Kommunal,Helsingborg,89693828,38,"73,7",~100,"240,1","73,7",~100,"240,1",2016
Helsingborg,Tågaborgsskolan,Kommunal,Helsingborg,87948789,123,"82,1","88,6","239,5","87,1","94,0","243,5",2016
Helsingborg,Västra Berga skola,Kommunal,Helsingborg,28060171,41,"43,9","73,2","201,9","45,0","75,0","201,9",2016
Helsingborg,Västra Ramlösa skola,Kommunal,Helsingborg,49010566,44,"100,0","100,0","263,8","100,0","100,0","263,8",2016
Helsingborg,Wieselgrensskolan,Kommunal,Helsingborg,51014228,103,"58,3","73,8","204,4","58,3","73,8","204,4",2016
Helsingborg,Ättekullaskolan,Kommunal,Helsingborg,64728140,18,"72,2",~100,"222,6","76,5",~100,"232,9",2016
Helsingborg,Corpore Byskola,Enskild,Impius Utvecklings AB,19676761,..,.,..,..,.,..,..,2016
Helsingborg,Kubikskolan,Enskild,Kubikskolan Aktiebolag,82943624,80,"62,5","83,8","230,9","62,0","83,5","231,0",2016
Helsingborg,Kunskapsskolan Helsingborg,Enskild,Kunskapsskolan i Sverige Aktiebolag,48798589,78,"98,7","100,0","281,3","98,7","100,0","281,3",2016
Helsingborg,Magelungens grundskola Helsingborg,Enskild,Magelungen Utveckling AB,90553565,..,.,..,..,.,..,..,2016
Helsingborg,PeterSvenskolan 1,Enskild,Pysslingen Förskolor och Skolor AB,16688128,61,"73,8",~100,"237,2","73,8",~100,"237,2",2016
Helsingborg,PeterSvenskolan 2,Enskild,Pysslingen Förskolor och Skolor AB,49050798,84,"95,2",~100,"254,7","95,2",~100,"254,7",2016
Helsingborg,Västra Allé,Enskild,Pysslingen Förskolor och Skolor AB,57590681,22,"86,4",~100,"252,8","86,4",~100,"252,8",2016
Helsingborg,Sally Bauerskolans Högstadium,Enskild,Sally Bauer Skolans Högstadium,53515359,42,"92,9",~100,"225,0","92,9",~100,"225,0",2016
Helsingborg,Pauliskolan,Enskild,Stiftelsen Pauliskolan,50194424,..,.,.,..,.,.,.,2016
Helsingborg,Vittra Adolfsberg,Enskild,Vittraskolorna AB,71069736,23,"60,9",~100,"215,8","60,9",~100,"215,8",2016
Helsingborg,Vittra Landborgen,Enskild,Vittraskolorna AB,90080902,62,"79,0","91,9","231,9","79,0","91,9","231,9",2016
Herrljunga,Altorpskolan,Kommunal,Herrljunga,24142437,99,"70,7","74,7","192,2","80,5","85,1","214,1",2016
Hjo,Guldkroksskolan 7-9,Kommunal,Hjo,81342093,86,"82,6","90,7","232,9","82,6","90,7","232,9",2016
Hofors,Petreskolan 7-9,Kommunal,Hofors,25716177,91,"70,3","76,9","215,1","76,2","83,3","215,1",2016
Huddinge,Annerstaskolan,Kommunal,Huddinge,79012683,84,"59,5","67,9","183,1","66,7","76,0","199,6",2016
Huddinge,Balingsnässkolan,Kommunal,Huddinge,13654969,60,"83,3","90,0","221,8","89,3",~100,"235,3",2016
Huddinge,Edboskolan,Kommunal,Huddinge,98477278,88,"77,3","80,7","249,8","88,3","92,2","249,8",2016
Huddinge,Kungsklippeskolan,Kommunal,Huddinge,89510449,56,"89,3",~100,"251,9","89,3",~100,"251,9",2016
Huddinge,Kvarnbergsskolan,Kommunal,Huddinge,54516737,224,"87,9","93,8","236,2","89,5","95,5","240,1",2016
Huddinge,Källbrinksskolan,Kommunal,Huddinge,41213404,122,"92,6","93,4","235,7","94,2","95,0","237,4",2016
Huddinge,Rosenhillskolan,Kommunal,Huddinge,16654786,..,.,.,..,.,.,..,2016
Huddinge,Segeltorpsskolan,Kommunal,Huddinge,15483394,92,"72,8","78,3","225,8","83,8","90,0","238,3",2016
Huddinge,Trångsundsskolan,Kommunal,Huddinge,42601396,76,"73,7","81,6","215,6","83,6","92,5","236,1",2016
Huddinge,Vistaskolan,Kommunal,Huddinge,50783450,58,"77,6","79,3","238,1","88,2","90,2","246,8",2016
Huddinge,Vårbyskolan,Kommunal,Huddinge,64949601,51,"52,9","58,8","194,6","62,8","69,8","211,4",2016
Huddinge,Östra grundskolan,Kommunal,Huddinge,39229061,105,"71,4","82,9","230,5","76,3","88,7","239,0",2016
Huddinge,Internationella Engelska Skolan Huddinge,Enskild,Internationella Engelska Skolan i Sverige AB,97942210,93,"84,9",~100,"276,0","84,9",~100,"276,0",2016
Huddinge,Södertörns friskola,Enskild,Södertörns Friskola Ekonomisk Förening,22019000,127,"82,7","92,1","252,5","82,7","92,1","252,5",2016
Hudiksvall,Hudikskolan 7-9,Enskild,Hudik Friskoleutbildning AB,77537602,69,"73,9","89,9","208,4","73,9","89,9","208,4",2016
Hudiksvall,Ede skola,Kommunal,Hudiksvall,83627088,55,"76,4","83,6","203,4","76,4","83,6","203,4",2016
Hudiksvall,Iggesunds skola,Kommunal,Hudiksvall,80631297,68,"60,3","72,1","186,5","64,1","76,6","195,9",2016
Hudiksvall,Läroverket,Kommunal,Hudiksvall,23786565,128,"68,8","77,3","212,2","72,7","81,8","221,0",2016
Hudiksvall,Östra skolan,Kommunal,Hudiksvall,50190330,101,"68,3","81,2","205,9","69,0","82,0","207,8",2016
Hudiksvall,Delsbo waldorfskola,Enskild,Skolföreningen Delsbo Waldorfskola,22518275,..,..,..,..,..,..,..,2016
Hultsfred,Albäcksskolan 2,Kommunal,Hultsfred,84230115,133,"63,9","72,9","201,6","68,9","77,9","212,7",2016
