skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_exl_tcv110,skolverket_andel_elever_exl_tcv110,skolverket_and_uppn_alla_amnen_exl_tcv110,skolverket_and_behorig_yrkes_exl_tcv110,skolverket_gmv_exl_tcv110,skolverket_antal_elever_nyinv_tcv110,skolverket_andel_elever_nyinv_tcv110,skolverket_and_uppn_alla_amnen_nyinv_tcv110,skolverket_and_behorig_yrkes_nyinv_tcv110,skolverket_gmv_nyinv_tcv110,year
Skellefteå,Byskeskolan 6-9,Kommunal,Skellefteå,97534677,..,..,"86,0","91,2","210,8",..,..,.,.,..,2014
Skellefteå,Furuskolan,Kommunal,Skellefteå,62717625,..,..,"85,7",~100,"209,3",..,..,.,.,..,2014
Skellefteå,Kanalskolan,Kommunal,Skellefteå,94485755,53,"100,0","77,4","83,0","199,1",.,.,.,.,.,2014
Skellefteå,Kågeskolan 6-9,Kommunal,Skellefteå,66412077,..,..,"80,9","92,6","211,1",..,..,.,.,..,2014
Skellefteå,Lövångersskolan,Kommunal,Skellefteå,87194036,..,..,"80,0",~100,"191,8",..,..,..,..,..,2014
Skellefteå,Norrhammarskolan 6-9,Kommunal,Skellefteå,40166272,..,..,"92,5","93,4","222,3",..,..,..,..,..,2014
Skellefteå,Sörböleskolan Öst,Kommunal,Skellefteå,83796196,96,"90,6","71,9","81,3","188,6",10,"9,4",.,..,..,2014
Skellefteå,Ursviksskolan 6-9,Kommunal,Skellefteå,37579892,68,"100,0","75,0","85,3","200,2",.,.,.,.,.,2014
Skellefteå,Örjansskolan 6-9,Kommunal,Skellefteå,99512173,..,..,"76,5","85,3","217,8",..,..,.,.,..,2014
Skellefteå,Björkskolan,Enskild,Skellefteå Kristna Skolförening,65417636,23,"100,0","87,0",~100,"213,7",.,.,.,.,.,2014
Skinnskatteberg,Klockarbergsskolan,Kommunal,Skinnskatteberg,62958817,25,"100,0","88,0",~100,"226,6",.,.,.,.,.,2014
Skurup,Alléskolan,Kommunal,Skurup,60217642,25,"100,0","92,0",~100,"228,5",.,.,.,.,.,2014
Skurup,Fotbollsakademin,Kommunal,Skurup,74292006,29,"100,0","89,7",~100,"222,2",.,.,.,.,.,2014
Skurup,Mackleanskolan,Kommunal,Skurup,21999433,..,..,"72,3","87,1","211,8",..,..,..,..,..,2014
Skövde,Mia skola,Enskild,Mia Skola AB,94502924,..,..,.,..,..,..,..,.,.,.,2014
Skövde,Eriksdalskolan 483,Kommunal,Skövde,97361837,..,..,"83,1",~100,"208,5",..,..,.,.,..,2014
Skövde,Helenaskolan 475,Kommunal,Skövde,54790414,..,..,"81,9","91,6","214,5",..,..,.,.,..,2014
Skövde,Rydskolan 459,Kommunal,Skövde,79244614,..,..,"58,6","84,5","197,1",..,..,..,..,..,2014
Skövde,Stöpenskolan,Kommunal,Skövde,89477299,..,..,"77,9","87,6","210,3",..,..,.,.,.,2014
Skövde,Vasaskolan 477,Kommunal,Skövde,96989994,..,..,"91,3",~100,"226,6",..,..,.,..,..,2014
Skövde,Vasaskolan 478,Kommunal,Skövde,77296118,64,"100,0","79,7","90,6","210,4",.,.,.,.,.,2014
Smedjebacken,Bergaskolan,Kommunal,Smedjebacken,81136807,..,..,"65,6","86,9","190,1",..,..,..,..,..,2014
Smedjebacken,Kyrkskolan,Kommunal,Smedjebacken,68814096,..,..,"70,6",~100,"190,4",..,..,.,.,..,2014
Sollefteå,Junsele skola,Kommunal,Sollefteå,49748045,21,"100,0","71,4",~100,"193,8",.,.,.,.,.,2014
Sollefteå,Ramsele skola,Kommunal,Sollefteå,20197159,12,"100,0","83,3",~100,"221,5",.,.,.,.,.,2014
Sollefteå,Vallaskolan 4-9,Kommunal,Sollefteå,74074564,..,..,"74,1","84,9","204,2",..,..,.,.,..,2014
Sollentuna,Mikaelskolan,Enskild,Föreningen Mikaelskolan,85777315,14,"100,0","92,9","100,0","255,5",.,.,.,.,.,2014
Sollentuna,Norrvikens skola,Enskild,Norrviken Utbildning AB,47462120,67,"100,0","88,1",~100,"232,9",.,.,.,.,.,2014
Sollentuna,"Djupdalsskolan, RH-enhet",Kommunal,Sollentuna,91730309,..,..,..,..,..,..,..,.,.,.,2014
Sollentuna,Edsbergsskolan,Kommunal,Sollentuna,38076081,..,..,"92,2",~100,"244,5",..,..,..,..,..,2014
Sollentuna,Edsbergsskolans Förberedelsekl,Kommunal,Sollentuna,85230659,..,..,.,.,.,..,..,.,.,..,2014
Sollentuna,Förberedelseklasser,Kommunal,Sollentuna,91113722,..,..,.,.,..,..,..,.,.,..,2014
Sollentuna,Gärdesskolan,Kommunal,Sollentuna,77585025,60,"100,0","98,3",~100,"247,6",.,.,.,.,.,2014
Sollentuna,Helenelundsskolan,Kommunal,Sollentuna,15572902,..,..,"97,5",~100,"255,8",..,..,..,..,..,2014
Sollentuna,Häggviksskolan,Kommunal,Sollentuna,96594250,30,"100,0","86,7",~100,"233,8",.,.,.,.,.,2014
Sollentuna,Häggviksskolan LSI,Kommunal,Sollentuna,68505032,..,..,..,..,..,..,..,.,.,.,2014
Sollentuna,Runbacka skolor/Fenix,Kommunal,Sollentuna,43236825,..,..,.,..,..,..,..,.,.,.,2014
Sollentuna,Runbacka skolor/Runan,Kommunal,Sollentuna,62737044,..,..,"95,9",~100,"236,5",..,..,.,.,..,2014
Sollentuna,Sofielundsskolan,Kommunal,Sollentuna,68288321,..,..,"71,4",~100,"220,1",..,..,..,..,..,2014
Sollentuna,Sollentuna internat. school,Kommunal,Sollentuna,27740655,..,..,"85,7",~100,"238,4",..,..,.,.,..,2014
Sollentuna,Sollentuna musikklasser,Kommunal,Sollentuna,21871265,63,"100,0","98,4","100,0","268,1",.,.,.,.,.,2014
Sollentuna,Tal- o språkcentrum/Brageskola,Kommunal,Sollentuna,12092203,..,..,..,..,..,..,..,.,.,.,2014
Sollentuna,Utbildning Rotebro/Gillboskola,Kommunal,Sollentuna,59955409,69,"100,0","87,0",~100,"236,7",.,.,.,.,.,2014
Sollentuna,"Utbildning Silverdal, gr",Kommunal,Sollentuna,67346137,..,..,"91,9","100,0","271,3",..,..,..,..,..,2014
Sollentuna,"Utbildning Silverdal, gr asp",Kommunal,Sollentuna,76880740,..,..,..,..,..,..,..,.,.,.,2014
Sollentuna,Vibyskolan,Enskild,Vibyskolan Ek. För.,15547680,29,"100,0","100,0","100,0","252,8",.,.,.,.,.,2014
Sollentuna,Vittra Sollentuna,Enskild,Vittraskolorna AB,58102266,35,"100,0","94,3",~100,"255,8",.,.,.,.,.,2014
Solna,"Ingridskolan, grundskola",Enskild,Ingridskolan AB,53259263,12,"100,0",..,..,"192,5",.,.,.,.,.,2014
Solna,MBC Skolan Solna,Enskild,Magelungen Utveckling AB,48791751,..,..,.,..,..,..,..,.,.,.,2014
Solna,Alfaskolan,Enskild,Pysslingen Förskolor och Skolor AB,27323097,27,"100,0","100,0","100,0","273,2",.,.,.,.,.,2014
Solna,Bagartorpsskolan 4-9,Kommunal,Solna,39508236,..,..,"84,2",~100,"232,9",..,..,..,..,..,2014
Solna,Bergshamraskolan,Kommunal,Solna,43133926,28,"100,0","78,6",~100,"229,0",.,.,.,.,.,2014
Solna,Råsundaskolan 6-9,Kommunal,Solna,10775896,104,"100,0","97,1",~100,"235,8",.,.,.,.,.,2014
Solna,Skytteholmsskolan 4-9,Kommunal,Solna,75017455,..,..,"82,5",~100,"225,0",..,..,..,..,..,2014
Solna,Tallbackaskolan,Kommunal,Solna,73581523,..,..,"61,1","88,9","213,0",..,..,.,..,..,2014
Solna,Ängkärrskolan i Solna,Enskild,Stiftelsen Nya Ängkärrsskolan,98515782,27,"100,0","59,3","70,4","166,3",.,.,.,.,.,2014
Solna,Svedenskolan Bergshamra,Enskild,Utvecklingspedagogik Sverige AB,89893224,..,..,..,..,..,..,..,.,.,.,2014
Solna,Vittra Frösunda,Enskild,Vittraskolorna AB,48760074,43,"100,0","93,0",~100,"264,5",.,.,.,.,.,2014
Sorsele,Vindelälvsskolan 7-9,Kommunal,Sorsele,94589976,..,..,"63,0","74,1","176,1",..,..,.,..,..,2014
Sotenäs,Sotenässkolan,Kommunal,Sotenäs,78294346,94,"100,0","90,4",~100,"216,1",.,.,.,.,.,2014
Staffanstorp,Skånska Småstadens Kulturskola,Enskild,Skånska Småstadens Kulturskolas Ek. För.,85506411,17,"100,0","64,7",~100,"209,4",.,.,.,.,.,2014
Staffanstorp,Baldersskolan,Kommunal,Staffanstorp,86546038,..,..,"73,7","84,2","196,2",..,..,.,..,..,2014
Staffanstorp,Hagalidskolan,Kommunal,Staffanstorp,28784410,..,..,"72,6","83,8","208,1",..,..,..,..,..,2014
Staffanstorp,Hjärupslundsskolan,Kommunal,Staffanstorp,46191968,..,..,"89,9",~100,"238,5",..,..,.,.,..,2014
Stenungsund,Kristinedalskolan,Kommunal,Stenungsund,36819548,..,..,"92,6",~100,"227,3",..,..,.,.,..,2014
Stenungsund,Stenungskolan,Kommunal,Stenungsund,30707344,113,"100,0","77,9","89,4","200,7",.,.,.,.,.,2014
Stenungsund,Stora Högaskolan,Kommunal,Stenungsund,59097955,99,"100,0","82,8","90,9","209,1",.,.,.,.,.,2014
Stenungsund,Stenungsunds Montessoriskola,Enskild,Stenungsunds Montessori Ek. För.,38786895,11,"100,0","90,9",~100,"245,0",.,.,.,.,.,2014
Stockholm,Al-Azharskolan,Enskild,Al-Azhar Stiftelsen,90711097,42,"100,0","64,3",~100,"233,5",.,.,.,.,.,2014
Stockholm,Alzahraa Idealiska akademi,Enskild,Al-Zahraa Idealiska Akademi AB,77656740,..,..,"55,6","82,2","206,2",..,..,.,..,..,2014
Stockholm,Aspdammskolan,Enskild,Aspdammskolan AB,93301103,..,..,..,..,..,..,..,.,.,.,2014
Stockholm,Beta School,Enskild,Betaschool HB,16061350,..,..,..,..,..,..,..,.,.,.,2014
Stockholm,Bågenskolan,Enskild,Distans Strateg Sweden AB,35784391,12,"100,0",..,..,"120,4",.,.,.,.,.,2014
Stockholm,Drakenskolan,Enskild,Distans Strateg Sweden AB,76324672,..,..,..,..,..,..,..,.,.,.,2014
Stockholm,Mosebackeskolan,Enskild,Distans Strateg Sweden AB,34880783,..,..,.,.,..,..,..,.,.,.,2014
Stockholm,Elma School,Enskild,Elma School AB,11532790,..,..,"76,5",~100,"223,5",..,..,..,..,..,2014
Stockholm,Engelska Skolan Norr,Enskild,Engelska Skolan Norr AB,29725531,50,"100,0","92,0",~100,"282,2",.,.,.,.,.,2014
Stockholm,"Enskilda gymnasiet, gr",Enskild,Enskilda Gymnasiet,92750123,60,"100,0","100,0","100,0","288,3",.,.,.,.,.,2014
Stockholm,Estniska Skolan i Stockholm,Enskild,Estniska Skolan i Stockholm,34540901,20,"100,0","75,0",~100,"248,4",.,.,.,.,.,2014
Stockholm,Studemaskolan,Enskild,Föreningen Aktiva Studier,91352227,13,"100,0",..,..,"244,2",.,.,.,.,.,2014
Stockholm,Carlssons skola,Enskild,Föreningen För Carlssons Skola,35547286,..,..,"95,1","100,0","275,0",..,..,..,..,..,2014
Stockholm,Stefanskolan,Enskild,Föreningen Stefanskolan,53147557,..,..,..,..,..,..,..,.,.,..,2014
Stockholm,Engelska skolan på Kungsholmen,Enskild,Global Bridge i Sverige AB,66455663,11,"100,0",..,~100,"194,5",.,.,.,.,.,2014
Stockholm,Alla Nationers Fria Skola,Enskild,Ideella Föreningen För Alla Nationers Fria Skola,82838118,..,..,..,..,"224,3",..,..,..,..,..,2014
Stockholm,Sv Interkulturella grundskolan,Enskild,Interkulturell Utbildning i Stockholm AB,98705470,..,..,..,..,"190,0",..,..,.,.,..,2014
Stockholm,Sthlms Int. Montessoriskola,Enskild,International Montessori School Sweden AB,45553352,37,"100,0","100,0","100,0","289,5",.,.,.,.,.,2014
Stockholm,Raoul Wallenbergskolan Bromma,Enskild,International Swedish School AB,50848996,..,..,"84,0","93,3","236,5",..,..,.,..,..,2014
Stockholm,Engelska Skolan i Bromma,Enskild,Internationella Engelska Skolan i Sverige AB,90732940,155,"100,0","90,3",~100,"273,5",.,.,.,.,.,2014
Stockholm,Engelska Skolan i Enskede gr,Enskild,Internationella Engelska Skolan i Sverige AB,38935587,155,"100,0","95,5",~100,"250,3",.,.,.,.,.,2014
Stockholm,Engelska skolan i Hässelby,Enskild,Internationella Engelska Skolan i Sverige AB,74482611,..,..,"85,1",~100,"253,0",..,..,..,..,..,2014
Stockholm,JENSEN grundskola Vasastan Sthlm,Enskild,JENSEN education college AB,87377212,31,"100,0","67,7",~100,"234,1",.,.,.,.,.,2014
Stockholm,Kunskapsskolan Enskede,Enskild,Kunskapsskolan i Sverige AB,16426165,121,"100,0","95,9",~100,"248,5",.,.,.,.,.,2014
Stockholm,Kunskapsskolan Fruängen,Enskild,Kunskapsskolan i Sverige AB,63954028,..,..,"94,6",~100,"243,2",..,..,..,..,..,2014
Stockholm,Kunskapsskolan Kista,Enskild,Kunskapsskolan i Sverige AB,98098631,..,..,"57,1","77,1","212,7",..,..,..,..,..,2014
Stockholm,Kunskapsskolan Spånga,Enskild,Kunskapsskolan i Sverige AB,46796995,122,"100,0","86,9","94,3","239,0",.,.,.,.,.,2014
Stockholm,Kunskapsskolan Tyresö,Enskild,Kunskapsskolan i Sverige AB,81266343,123,"100,0","96,7",~100,"252,1",.,.,.,.,.,2014
Stockholm,Kunskapsskolans Resursskola,Enskild,Kunskapsskolan i Sverige AB,24671487,..,..,..,..,..,..,..,.,.,.,2014
Stockholm,"Lycée Francais Saint Louis, gr",Enskild,Lycée Francais Saint-Louis,40610606,47,"82,5",.,"66,0","205,4",10,"17,5",.,.,"191,8",2014
Stockholm,MBC skolan Södermalm,Enskild,Magelungen Utveckling AB,57034070,17,"100,0",.,..,"79,6",.,.,.,.,.,2014
Stockholm,MBC skolan Älvsjö,Enskild,Magelungen Utveckling AB,38096510,10,"100,0",..,..,..,.,.,.,.,.,2014
Stockholm,Kulturama gr. Hammarby Sjöstad,Enskild,Medborgarskolan Stockholmsregionen,23066257,75,"100,0","85,3",~100,"249,1",.,.,.,.,.,2014
Stockholm,Grundskolan Metapontum,Enskild,Metapontum AB,90850620,..,..,"100,0","100,0","273,5",..,..,..,..,..,2014
Stockholm,Stockholm Internat. Academy,Enskild,Mubarak Utbildning & Service,11442396,..,..,..,..,"189,0",..,..,.,.,..,2014
Stockholm,Musikskolan Lilla Akademien,Enskild,Musikskolan Lilla Akademien AB,36066067,..,..,"92,6",~100,"288,7",..,..,..,..,..,2014
Stockholm,Snitz Grundskola Odenplan,Enskild,PPS Power Planning System AB,57510246,19,"100,0",..,"63,2","157,9",.,.,.,.,.,2014
Stockholm,Primaskolan Farsta,Enskild,Primaskolan i Sverige AB,26568390,17,"100,0","64,7",~100,"191,9",.,.,.,.,.,2014
Stockholm,Skolgrunden,Enskild,Skolgrunden AB,23414344,..,..,..,..,..,..,..,.,.,.,2014
Stockholm,Sofiaängens skola,Enskild,Sofiaängen AB,86086213,..,..,.,..,..,..,..,.,.,.,2014
Stockholm,Fredrikshovs slotts skola,Enskild,Stiftelsen Carpe Diem,64065082,31,"100,0","100,0","100,0","289,4",.,.,.,.,.,2014
Stockholm,Europaskolan på Södermalm,Enskild,Stiftelsen Docendo Discimus,79969356,..,..,"91,5","100,0","262,0",..,..,..,..,..,2014
Stockholm,"Ellen Keyskolan, gr",Enskild,Stiftelsen Ellen Keyskolan,16394249,21,"100,0","95,2","100,0","251,7",.,.,.,.,.,2014
Stockholm,Franska Skolan/Ecole francaise,Enskild,Stiftelsen Franska Skolan,42328518,64,"100,0","98,4","100,0","273,9",.,.,.,.,.,2014
Stockholm,Stiftelsen Islamiska skolan,Enskild,Stiftelsen Islamiska Skolan,72684556,18,"100,0","94,4","100,0","254,0",.,.,.,.,.,2014
Stockholm,"Fryshusets grundskola, Sthlm",Enskild,Stiftelsen Kfum Söder Fryshuset,19657993,78,"100,0","73,1",~100,"215,0",.,.,.,.,.,2014
Stockholm,"Kristofferskolan, gr",Enskild,Stiftelsen Kristofferskolan,98760751,55,"100,0","87,3",~100,"255,4",.,.,.,.,.,2014
Stockholm,Maria Elementarskola,Enskild,Stiftelsen Maria Elementarskola,73893187,26,"100,0","96,2","100,0","264,2",.,.,.,.,.,2014
Stockholm,Martinskolan Söders waldorfsk,Enskild,Stiftelsen Martinskolan Söders Waldorfskola,82854505,25,"100,0","96,0","100,0","238,7",.,.,.,.,.,2014
Stockholm,S:t Eriks Katolska Skola,Enskild,Stiftelsen s:t Eriks Katolska Skola,94943347,..,..,"63,6","100,0","235,6",..,..,..,..,..,2014
Stockholm,Abrahamsbergsskolan,Kommunal,Stockholm,44673074,..,..,"92,5",~100,"249,4",..,..,..,..,..,2014
Stockholm,Adolf Fredriks musikklasser,Kommunal,Stockholm,99648792,180,"100,0","99,4",~100,"279,7",.,.,.,.,.,2014
Stockholm,Akalla grundskola F-9,Kommunal,Stockholm,37796564,41,"73,2","78,0","87,8","216,5",15,"26,8",..,..,"159,7",2014
Stockholm,Alviksskolan,Kommunal,Stockholm,72627865,..,..,"82,6","87,0","231,2",..,..,.,.,..,2014
Stockholm,Aspuddens skola,Kommunal,Stockholm,72672270,..,..,"82,9","95,5","224,6",..,..,.,.,..,2014
Stockholm,Bagarmossens skola,Kommunal,Stockholm,13679897,..,..,"84,4",~100,"230,6",..,..,..,..,..,2014
Stockholm,Björkhagens skola,Kommunal,Stockholm,43088454,..,..,"90,5",~100,"239,0",..,..,.,..,..,2014
Stockholm,Blommensbergsskolan,Kommunal,Stockholm,82140090,110,"100,0","89,1","94,5","235,4",.,.,.,.,.,2014
Stockholm,Bredängsskolan,Kommunal,Stockholm,14121892,48,"76,2","47,9","79,2","187,7",15,"23,8",..,..,"147,3",2014
Stockholm,Bäckahagens skola,Kommunal,Stockholm,20683111,..,..,"54,3","78,3","215,8",..,..,.,..,..,2014
Stockholm,Enbacksskolan,Kommunal,Stockholm,43632318,..,..,"76,5",~100,"216,6",..,..,.,.,..,2014
Stockholm,Engelbrektsskolan,Kommunal,Stockholm,87521048,..,..,"74,2","93,8","224,1",..,..,..,..,..,2014
Stockholm,Enskede skola,Kommunal,Stockholm,72248694,119,"100,0","87,4","92,4","231,3",.,.,.,.,.,2014
Stockholm,Eriksdalsskolan,Kommunal,Stockholm,59249600,177,"92,7","70,1","82,5","217,6",14,"7,3",.,..,"80,7",2014
Stockholm,Farsta grundskola,Kommunal,Stockholm,38758770,..,..,"52,0","81,3","203,7",..,..,..,..,..,2014
Stockholm,Fruängens skola,Kommunal,Stockholm,19353396,..,..,"73,8","83,3","194,6",..,..,..,..,..,2014
Stockholm,Grimstaskolan,Kommunal,Stockholm,51341279,..,..,"65,9","79,5","210,7",..,..,..,..,..,2014
Stockholm,Gubbängsskolan,Kommunal,Stockholm,93412255,..,..,"78,8","91,9","214,0",..,..,..,..,..,2014
Stockholm,Gärdesskolan,Kommunal,Stockholm,41176931,..,..,"92,0",~100,"254,9",..,..,..,..,..,2014
Stockholm,Hagsätraskolan,Kommunal,Stockholm,82110758,..,..,"51,0","61,2","184,3",..,..,..,..,..,2014
Stockholm,Hammarbyskolan Södra,Kommunal,Stockholm,23618510,..,..,.,..,..,..,..,.,.,.,2014
Stockholm,Hjulsta skola,Kommunal,Stockholm,69266159,86,"88,7","30,2","55,8","160,0",11,"11,3",.,..,"93,2",2014
Stockholm,Husbygårdsskolan F-9,Kommunal,Stockholm,42149666,..,..,"58,3","75,0","199,3",..,..,..,..,..,2014
Stockholm,Hägerstensåsens skola,Kommunal,Stockholm,70329261,..,..,..,..,..,..,..,.,.,.,2014
Stockholm,Hässelby Villastads skola,Kommunal,Stockholm,86597125,97,"100,0","84,5","91,8","240,6",.,.,.,.,.,2014
Stockholm,Hässelbygårdsskolan,Kommunal,Stockholm,87838841,58,"79,5","58,6","72,4","191,7",15,"20,5",..,..,"147,9",2014
Stockholm,Högalidsskolan,Kommunal,Stockholm,24716970,53,"100,0","86,8",~100,"235,0",.,.,.,.,.,2014
Stockholm,Höglandsskolan,Kommunal,Stockholm,36281817,30,"100,0","96,7",~100,"278,3",.,.,.,.,.,2014
Stockholm,Hökarängsskolan,Kommunal,Stockholm,57184925,..,..,"58,6","68,6","195,0",..,..,..,..,..,2014
Stockholm,International School of the Stockholm Region,Kommunal,Stockholm,26172429,..,..,.,"68,8","209,8",..,..,.,.,..,2014
Stockholm,Johan Skytteskolan,Kommunal,Stockholm,97683561,..,..,"90,9","95,5","243,9",..,..,.,..,..,2014
Stockholm,Katarina Norra skola,Kommunal,Stockholm,23617768,67,"100,0","95,5","100,0","247,8",.,.,.,.,.,2014
Stockholm,Kungliga Svenska Balettskolan,Kommunal,Stockholm,63321041,15,"100,0","93,3","100,0","258,5",.,.,.,.,.,2014
Stockholm,Kungsholmens grundskola,Kommunal,Stockholm,29410344,..,..,"84,8",~100,"235,6",..,..,..,..,..,2014
Stockholm,Lillholmsskolan,Kommunal,Stockholm,46581319,..,..,"69,4","79,0","220,9",..,..,..,..,..,2014
Stockholm,Mariaskolan,Kommunal,Stockholm,69895255,86,"100,0","86,0","90,7","232,5",.,.,.,.,.,2014
Stockholm,Matteusskolan,Kommunal,Stockholm,16348406,70,"100,0","91,4",~100,"243,1",.,.,.,.,.,2014
Stockholm,Mälarhöjdens skola,Kommunal,Stockholm,46165232,121,"100,0","94,2",~100,"259,9",.,.,.,.,.,2014
Stockholm,Nya Elementar,Kommunal,Stockholm,83828066,136,"100,0","90,4","95,6","247,5",.,.,.,.,.,2014
Stockholm,Nytorpsskolan/Österholm grund,Kommunal,Stockholm,34047582,..,..,..,..,..,..,..,.,.,.,2014
Stockholm,Rinkebyskolan,Kommunal,Stockholm,37416253,115,"81,0","32,2","55,7","163,2",27,"19,0",..,..,"79,5",2014
Stockholm,Rågsvedsskolan,Kommunal,Stockholm,60382920,39,"65,0","35,9","35,9","147,9",21,"35,0",..,..,"82,5",2014
Stockholm,Rålambshovsskolan,Kommunal,Stockholm,61686233,..,..,"96,6",~100,"249,0",..,..,..,..,..,2014
Stockholm,Rödabergsskolan,Kommunal,Stockholm,97686250,..,..,"91,9",~100,"257,2",..,..,..,..,..,2014
Stockholm,Sjöstadsskolan,Kommunal,Stockholm,15331669,57,"100,0","84,2",~100,"241,1",.,.,.,.,.,2014
Stockholm,Sjöängsskolan,Kommunal,Stockholm,13124830,..,..,"77,4","86,9","207,9",..,..,..,..,..,2014
Stockholm,Skarpatorpsskolan 4-9,Kommunal,Stockholm,95801750,44,"81,5","77,3",~100,"225,7",10,"18,5",..,..,"105,5",2014
Stockholm,Skarpnäcks skola,Kommunal,Stockholm,53075005,..,..,"88,5",~100,"228,7",..,..,.,.,..,2014
Stockholm,Slättgårdsskolan,Kommunal,Stockholm,59468219,..,..,"67,7","80,6","206,3",..,..,.,.,..,2014
Stockholm,Smedshagsskolan,Kommunal,Stockholm,50060022,22,"100,0","50,0","63,6","187,5",.,.,.,.,.,2014
Stockholm,Sofia skola,Kommunal,Stockholm,45436515,..,..,"84,0","89,6","234,0",..,..,.,.,..,2014
Stockholm,Solbergaskolan,Kommunal,Stockholm,34671128,..,..,.,.,..,..,..,.,.,..,2014
Stockholm,Spånga grundskola,Kommunal,Stockholm,17640364,..,..,"81,3","93,0","234,0",..,..,.,..,..,2014
Stockholm,Sturebyskolan,Kommunal,Stockholm,91816093,116,"100,0","90,5","94,0","236,4",.,.,.,.,.,2014
Stockholm,Sundbyskolan,Kommunal,Stockholm,44046131,..,..,"71,1","75,6","234,4",..,..,.,.,..,2014
Stockholm,Sätraskolan,Kommunal,Stockholm,21724208,..,..,"56,3","68,8","178,0",..,..,.,.,..,2014
Stockholm,Söderholmsskolan,Kommunal,Stockholm,18064456,..,..,"79,5","88,6","226,7",..,..,..,..,..,2014
Stockholm,Södermalmsskolan,Kommunal,Stockholm,75614609,88,"100,0","83,0","90,9","228,4",.,.,.,.,.,2014
Stockholm,Södra Ängby skola,Kommunal,Stockholm,88795871,..,..,"88,2",~100,"238,1",..,..,.,.,..,2014
Stockholm,Trollbodaskolan,Kommunal,Stockholm,89605548,..,..,"85,6","91,5","230,0",..,..,..,..,..,2014
Stockholm,Vasa Real,Kommunal,Stockholm,52863414,..,..,"95,2","100,0","258,2",..,..,..,..,..,2014
Stockholm,Vinstagårdsskolan,Kommunal,Stockholm,82850292,..,..,"68,3","82,9","223,3",..,..,.,.,..,2014
Stockholm,Vällingbyskolan,Kommunal,Stockholm,36031993,..,..,"78,2","79,3","221,7",..,..,..,..,..,2014
Stockholm,Årstaskolan,Kommunal,Stockholm,48328583,..,..,"87,2",~100,"226,7",..,..,.,.,..,2014
Stockholm,Åsö grundskola,Kommunal,Stockholm,94864296,..,..,"82,5","91,6","235,6",..,..,.,.,..,2014
Stockholm,Äppelviksskolan,Kommunal,Stockholm,15594566,156,"100,0","98,7","100,0","271,5",.,.,.,.,.,2014
Stockholm,Ärvingeskolan,Kommunal,Stockholm,11218326,..,..,"82,1",~100,"211,7",..,..,..,..,..,2014
Stockholm,Dialogskolan,Enskild,Stockholm Lära AB,92127007,..,..,"57,1","100,0","217,6",..,..,.,.,..,2014
Stockholm,Lunaskolan,Enskild,Stockholms Barn & Ungdomsstöd AB,72509254,24,"100,0","50,0","62,5","169,8",.,.,.,.,.,2014
Stockholm,Lunaskolan Södra,Enskild,Stockholms Barn & Ungdomsstöd AB,67731691,..,..,.,.,.,..,..,.,.,.,2014
Stockholm,Sverigefinska skolan Sthlm,Enskild,Sverigefinska Skolan i Stockholm AB,78508835,..,..,"92,3","100,0","257,9",..,..,.,.,..,2014
Stockholm,Södermalmskyrkans Kristna sk.,Enskild,Södermalmskyrkan,14472068,20,"100,0","95,0",~100,"245,9",.,.,.,.,.,2014
Stockholm,Tasava skola,Enskild,Tasava AB,82448624,..,..,.,.,..,..,..,.,.,.,2014
Stockholm,Stift. Sthlm Intern. School gr,Enskild,The International School Of Stockholm,85670099,38,"66,7",.,.,.,19,"33,3",.,.,.,2014
Stockholm,Tornadoskolan,Enskild,Tornadoskolan AB,29796042,..,..,..,~100,"211,8",..,..,..,..,..,2014
Stockholm,Tyska skolan,Enskild,Tyska Skolföreningen,53175499,..,..,.,.,.,..,..,.,.,.,2014
Stockholm,Profilskolan,Enskild,UNI-PARTNER AB,10360193,17,"100,0","58,8",~100,"215,7",.,.,.,.,.,2014
Stockholm,Vasastans Montessoriskola,Enskild,Vasastans Montessoriförskola,75656508,12,"100,0","100,0","100,0","238,5",.,.,.,.,.,2014
Stockholm,Vintertullsskolan i Stockholm,Enskild,Vintertullsskolan i Stockholm AB,28138418,15,"100,0",..,~100,"168,5",.,.,.,.,.,2014
Stockholm,Vittra Sjöstaden,Enskild,Vittraskolorna AB,28778917,..,..,"95,8","100,0","262,0",..,..,.,..,..,2014
Stockholm,Vittra Södermalm,Enskild,Vittraskolorna AB,59900714,65,"100,0","66,2","86,2","208,8",.,.,.,.,.,2014
Stockholm,Västbergaskolan,Enskild,Västbergaskolan AB,64736967,65,"100,0","80,0","92,3","226,8",.,.,.,.,.,2014
Stockholm,Västerholms friskola,Enskild,Västerholms Friskola AB,35890890,..,..,"30,1","67,5","193,4",..,..,.,.,..,2014
Storfors,Lundsbergs grundskola,Enskild,Stiftelsen Lundsbergs Skola,26377128,13,"100,0","76,9",~100,"221,3",.,.,.,.,.,2014
Storfors,Vargbroskolan,Kommunal,Storfors,24306424,..,..,"82,1","87,2","204,4",..,..,..,..,..,2014
Storuman,Röbroskolan,Kommunal,Storuman,87510386,..,..,"66,0","85,1","195,4",..,..,.,..,..,2014
Storuman,Skytteanska skolan,Kommunal,Storuman,52561988,16,"100,0","100,0","100,0","221,3",.,.,.,.,.,2014
