skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_samtl_tcv110,skolverket_and_uppn_alla_amnen_samtl_tcv110,skolverket_and_behorig_yrkes_samtl_tcv110,skolverket_gmv_samtl_tcv110,skolverket_antal_elever_min4ar_tcv110,skolverket_andel_elever_min4ar_tcv110,skolverket_and_uppn_alla_amnen_min4ar_tcv110,skolverket_and_behorig_yrkes_min4ar_tcv110,skolverket_gmv_min4ar_tcv110,year
Kungsbacka,Åsa Gårds skola 4-9,Kommunal,Kungsbacka,16824824,28,"75,0","75,0","222,6",28,"100,0","75,0","75,0","222,6",2015
Kungsbacka,Åsaskolan 4-9,Kommunal,Kungsbacka,18035112,40,"70,0","87,5","228,9",39,"97,5","71,8",~100,"234,2",2015
Kungsbacka,Älvsåkersskolan 4-9,Kommunal,Kungsbacka,74587667,32,"81,3",~100,"232,3",..,..,"86,7",~100,"243,8",2015
Kungsbacka,Nova Montessoriskola,Enskild,Montenova Montessoriskola Ekonomisk Förening,47832100,30,"96,7",~100,"266,2",30,"100,0","96,7",~100,"266,2",2015
Kungsbacka,Onsala Montessoriskola,Enskild,Montessoriskolan i Onsala Ekonomisk Förening,90784555,20,"100,0","100,0","261,5",20,"100,0","100,0","100,0","261,5",2015
Kungsbacka,Vittra Forsgläntan,Enskild,Vittraskolorna AB,42568760,30,"90,0",~100,"249,3",30,"100,0","90,0",~100,"249,3",2015
Kungsör,Kung Karls skola,Kommunal,Kungsör,46834580,70,"70,0","80,0","216,3",..,..,"72,7","83,3","217,3",2015
Kungälv,"Fredkullaskolan ,waldorfskola,",Enskild,Föreningen För Waldorfpedagogik i Kungälv,38353942,22,"72,7","100,0","246,6",22,"100,0","72,7","100,0","246,6",2015
Kungälv,Munkegärdeskolan,Kommunal,Kungälv,51596946,87,"85,1","89,7","237,1",87,"100,0","85,1","89,7","237,1",2015
Kungälv,Thorildskolan,Kommunal,Kungälv,73505986,130,"86,9","93,8","228,6",..,..,"87,3","94,4","227,8",2015
Kungälv,Ytterbyskolan 1,Kommunal,Kungälv,63621283,156,"85,3","93,6","232,5",156,"100,0","85,3","93,6","232,5",2015
Kungälv,Friskolan i Kärna,Enskild,Mona Hurtig Skol AB,25790317,26,"96,2",~100,"234,7",25,"96,2","96,0",~100,"233,8",2015
Kungälv,Montessoriskolan Älvkullen,Enskild,Stiftelsen Montessori För Alla Barn,49323438,18,"94,4","100,0","241,8",18,"100,0","94,4","100,0","241,8",2015
Kungälv,Tobiasskolan,Enskild,Stiftelsen Tobiasgården,31356056,..,..,..,..,..,..,..,..,..,2015
Kungälv,Strandskolan,Enskild,"Strandskolan, Montessoriföreningen i Kungälv",21917957,26,"96,2",~100,"237,2",26,"100,0","96,2",~100,"237,2",2015
Kävlinge,Björkenässkolan,Enskild,AcadeMedia fria grundskolor AB,19504051,36,"94,4",~100,"228,2",36,"100,0","94,4",~100,"228,2",2015
Kävlinge,Barsebäcks Montessoriskola,Enskild,Barsebäcks Montessori Ekonomisk Förening,22957852,12,"100,0","100,0","274,8",12,"100,0","100,0","100,0","274,8",2015
Kävlinge,Korsbackaskolan,Kommunal,Kävlinge,46107605,155,"83,2","87,7","225,5",..,..,"85,3","89,3","228,5",2015
Kävlinge,Tolvåkerskolan,Kommunal,Kävlinge,13578112,108,"88,9","93,5","236,2",..,..,"90,6","95,3","239,4",2015
Köping,Karlbergsskolan,Kommunal,Köping,31319179,114,"80,7","86,8","223,5",..,..,"83,3","88,0","224,6",2015
Köping,Malmaskolan 3-9,Kommunal,Köping,49665496,44,"84,1","100,0","215,1",..,..,"82,9","100,0","214,3",2015
Köping,Scheeleskolan,Kommunal,Köping,24379201,114,"44,7","71,1","180,4",92,"80,7","55,4","83,7","192,1",2015
Laholm,Lagaholmsskolan,Kommunal,Laholm,50150550,120,"72,5","81,7","217,3",..,..,"76,1","85,8","223,6",2015
Laholm,Veingeskolan 7-9,Kommunal,Laholm,95134514,73,"60,3","69,9","196,9",..,..,"66,7","77,8","208,3",2015
Laholm,Våxtorpsskolan,Kommunal,Laholm,35795213,47,"74,5","87,2","221,3",..,..,"77,3",~100,"225,5",2015
Landskrona,Möllebackskolan,Enskild,"Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar",29167021,..,..,..,..,..,..,..,..,..,2015
Landskrona,Kunskapsskolan Landskrona,Enskild,Kunskapsskolan i Sverige Aktiebolag,60956248,51,"94,1","100,0","250,3",51,"100,0","94,1","100,0","250,3",2015
Landskrona,Asmundtorps skola 7-9,Kommunal,Landskrona,70803452,42,"85,7",~100,"238,8",42,"100,0","85,7",~100,"238,8",2015
Landskrona,Glumslövs skola,Kommunal,Landskrona,30917121,41,"92,7","100,0","240,9",41,"100,0","92,7","100,0","240,9",2015
Landskrona,Sandåkerskolan 2,Kommunal,Landskrona,50566943,68,"77,9","89,7","226,3",68,"100,0","77,9","89,7","226,3",2015
Landskrona,Seminarieskolan 7-9,Kommunal,Landskrona,22078228,90,"40,0","53,3","185,7",60,"66,7","50,0","68,3","197,2",2015
Landskrona,Västervångskolan 7-9,Kommunal,Landskrona,29541747,113,"77,9","85,0","226,6",113,"100,0","77,9","85,0","226,6",2015
Landskrona,Landskrona BoIS Fotbollsakademi,Enskild,Landskrona BOIS Fotbolls Akademi AB,70072964,33,"97,0",~100,"227,9",33,"100,0","97,0",~100,"227,9",2015
Landskrona,Säbyholms Montessoriskola,Enskild,Landskrona Montessoriförening Ek.Förening,42908219,22,"90,9",~100,"256,6",22,"100,0","90,9",~100,"256,6",2015
Landskrona,PeterSvenskola Landskrona,Enskild,Pysslingen Förskolor och Skolor AB,94830241,11,..,~100,"214,8",11,"100,0",..,~100,"214,8",2015
Laxå,Centralskolan,Kommunal,Laxå,24748604,66,"62,1","69,7","185,9",..,..,"74,5","83,6","210,0",2015
Lekeberg,Lekebergsskolan 7-9,Kommunal,Lekeberg,97648883,47,"76,6",~100,"219,5",47,"100,0","76,6",~100,"219,5",2015
Leksand,Sammilsdalskolan F-9,Kommunal,Leksand,61834375,99,"77,8","79,8","214,2",..,..,"80,2","82,3","216,8",2015
Leksand,Åkerö skola 7-9,Kommunal,Leksand,28235575,72,"84,7","87,5","231,3",72,"100,0","84,7","87,5","231,3",2015
Leksand,Banérskolan,Enskild,Stiftelsen Segerbaneret,89749001,..,..,..,..,..,..,..,..,..,2015
Lerum,Alléskolan skolenhet Ask,Kommunal,Lerum,51403955,28,"82,1",~100,"215,8",28,"100,0","82,1",~100,"215,8",2015
Lerum,Alléskolan skolenhet Bok,Kommunal,Lerum,57470446,85,"83,5","92,9","232,6",85,"100,0","83,5","92,9","232,6",2015
Lerum,Ljungviksskolan skolenhet A,Kommunal,Lerum,44095064,47,"76,6","89,4","211,8",47,"100,0","76,6","89,4","211,8",2015
Lerum,Rydsbergsskolan grundskola,Kommunal,Lerum,24103764,72,"76,4","87,5","206,6",..,..,"78,3","87,0","209,3",2015
Lerum,Röselidsskolan skolenhet B,Kommunal,Lerum,38539206,49,"81,6",~100,"212,2",..,..,"83,3",~100,"214,7",2015
Lerum,Stenkulan 4-9,Kommunal,Lerum,49419497,37,"62,2","83,8","192,2",37,"100,0","62,2","83,8","192,2",2015
Lerum,Torpskolan skolenhet 1,Kommunal,Lerum,21176313,47,"83,0",~100,"225,5",47,"100,0","83,0",~100,"225,5",2015
Lerum,Torpskolan skolenhet 2,Kommunal,Lerum,20361674,74,"86,5",~100,"233,7",..,..,"88,9",~100,"239,6",2015
Lerum,Montessoriskolan Floda säteri,Enskild,Montessoriskolan Floda Säteri,82651095,25,"100,0","100,0","257,5",25,"100,0","100,0","100,0","257,5",2015
Lessebo,Bikupan,Kommunal,Lessebo,74218950,86,"69,8","80,2","195,5",..,..,"75,9","87,3","207,9",2015
Lidingö,Futuraskolan Lidingö/Dalénum,Enskild,Futuraskolan AB,36276828,38,"78,9","86,8","262,2",..,..,"82,9",~100,"264,9",2015
Lidingö,Bodals skola,Kommunal,Lidingö,98780182,17,"70,6",~100,"236,9",..,..,"83,3",~100,"250,4",2015
Lidingö,Högsätra skola 7-9,Kommunal,Lidingö,49631077,73,"82,2","90,4","244,0",..,..,"82,6","91,3","245,6",2015
Lidingö,Källängens skola,Kommunal,Lidingö,69329486,124,"98,4","100,0","267,8",..,..,"98,4","100,0","268,2",2015
Lidingö,Käppala skola 5-9,Kommunal,Lidingö,20137688,78,"93,6",~100,"254,7",78,"100,0","93,6",~100,"254,7",2015
Lidingö,Torsviks skola 7-9,Kommunal,Lidingö,45104329,120,"96,7",~100,"259,1",120,"100,0","96,7",~100,"259,1",2015
Lidingö,Vittra på Lidingö,Enskild,Vittraskolorna AB,46585145,33,"93,9","100,0","274,0",..,..,"93,8","100,0","273,8",2015
Lidköping,Broholmskolan,Enskild,Broholmskolans ekonomiska förening,98083121,36,"97,2","100,0","240,1",36,"100,0","97,2","100,0","240,1",2015
Lidköping,Dalängskolan,Kommunal,Lidköping,37707717,128,"74,2","88,3","225,4",..,..,"75,8","90,8","225,0",2015
Lilla Edet,Fuxernaskolan 7-9,Kommunal,Lilla Edet,22512947,74,"71,6","78,4","215,1",..,..,"79,1","86,6","228,9",2015
Lilla Edet,Tingbergsskolan 4-9,Kommunal,Lilla Edet,48148032,41,"68,3","80,5","206,1",41,"100,0","68,3","80,5","206,1",2015
Lilla Edet,"Nya Skolan, Lilla Edet",Enskild,Nya Skolan Trollhättan Aktiebolag,74771085,14,"71,4",~100,"211,1",13,"92,9",..,~100,"211,9",2015
Lindesberg,Fröviskolan 7-9,Kommunal,Lindesberg,81993942,67,"68,7","73,1","205,9",..,..,"71,4","74,6","212,3",2015
Lindesberg,Stadsskogsskolan 1,Kommunal,Lindesberg,11576148,58,"69,0","79,3","195,7",..,..,"75,0","86,5","202,2",2015
Lindesberg,Stadsskogsskolan 2,Kommunal,Lindesberg,29424201,52,"53,8","69,2","182,7",..,..,"57,1","73,5","190,5",2015
Lindesberg,Storåskolan,Kommunal,Lindesberg,88486410,44,"65,9","79,5","198,5",..,..,"66,7","78,6","199,3",2015
Linköping,Pandionskolan,Enskild,Frösunda Omsorg i Östergötland AB,16928929,..,.,..,..,..,..,.,..,..,2015
Linköping,Engelska Skolan i Linköping,Enskild,Internationella Engelska Skolan i Sverige AB,82086591,148,"89,9","100,0","250,6",148,"100,0","89,9","100,0","250,6",2015
Linköping,Kunskapsskolan Linköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,67505597,40,"70,0","85,0","222,1",40,"100,0","70,0","85,0","222,1",2015
Linköping,Atlasskolan 7-9,Kommunal,Linköping,99403437,23,"82,6",~100,"252,5",23,"100,0","82,6",~100,"252,5",2015
Linköping,Berzeliusskolan 4,Kommunal,Linköping,59327275,206,"89,8","94,2","242,7",..,..,"89,8","94,1","242,9",2015
Linköping,Berzeliusskolan 6,Kommunal,Linköping,39169577,..,..,..,..,..,..,..,..,..,2015
Linköping,Ekholmsskolan,Kommunal,Linköping,96360048,85,"81,2","84,7","227,4",85,"100,0","81,2","84,7","227,4",2015
Linköping,Folkungaskolan grundskola,Kommunal,Linköping,65857121,92,"97,8",~100,"266,7",92,"100,0","97,8",~100,"266,7",2015
Linköping,Kungsbergsskolan 7-9,Kommunal,Linköping,69901106,123,"79,7","90,2","222,6",..,..,"80,2","90,9","222,9",2015
Linköping,Linghemsskolan,Kommunal,Linköping,93274980,51,"72,5","86,3","220,6",51,"100,0","72,5","86,3","220,6",2015
Linköping,Ljungsbro skola 7-9,Kommunal,Linköping,85992138,65,"76,9","84,6","206,4",65,"100,0","76,9","84,6","206,4",2015
Linköping,Malmslättsskolorna Tokarpsskolan,Kommunal,Linköping,68326694,114,"86,8","92,1","232,5",114,"100,0","86,8","92,1","232,5",2015
Linköping,Nya Rydsskolan 7-9,Kommunal,Linköping,28438233,50,"50,0","64,0","176,4",31,"62,0","64,5","83,9","193,8",2015
Linköping,Skäggetorpskolan,Kommunal,Linköping,46577157,74,"40,5","54,1","169,5",53,"71,6","35,8","50,9","174,3",2015
Linköping,Slussenskolan,Kommunal,Linköping,77844194,..,.,..,..,..,..,.,..,..,2015
Linköping,Stångåskolan,Kommunal,Linköping,25519969,..,.,..,..,..,..,.,..,..,2015
Linköping,Tinnerbäcksskolan,Kommunal,Linköping,24877681,..,.,.,..,..,..,.,.,..,2015
Linköping,Tornhagsskolan 6-9,Kommunal,Linköping,75688028,56,"67,9","91,1","208,9",56,"100,0","67,9","91,1","208,9",2015
Linköping,Ånestadsskolan,Kommunal,Linköping,59548402,87,"41,4","59,8","184,0",64,"73,6","56,3","81,3","210,0",2015
Linköping,Nya Munken,Enskild,Nya Munken Aktiebolag,76521863,176,"87,5","93,8","240,0",176,"100,0","87,5","93,8","240,0",2015
Linköping,Dar Al Uloum skola,Enskild,Stiftelsen Dar Al Uloum i Linköping,80769468,..,..,..,..,..,..,..,..,..,2015
Linköping,Björkö friskola,Enskild,Stiftelsen Waldorfpedagogik i Vreta Kloster,78992223,16,"68,8",~100,"220,8",16,"100,0","68,8",~100,"220,8",2015
Linköping,Klara Privata skola Linköping,Enskild,Theducation AB,31658010,66,"63,6","90,9","216,0",66,"100,0","63,6","90,9","216,0",2015
Linköping,Vittra Lambohov,Enskild,Vittraskolorna AB,26255239,11,"90,9",~100,"244,8",11,"100,0","90,9",~100,"244,8",2015
Ljungby,"Karl-Oskarskolan, Ljungby",Enskild,Karl-Oskar Utbildning AB,59021648,20,"95,0",~100,"244,4",20,"100,0","95,0",~100,"244,4",2015
Ljungby,Astradskolan 2,Kommunal,Ljungby,90628474,94,"76,6","89,4","215,8",..,..,"83,7",~100,"230,1",2015
Ljungby,Kungshögsskolan 2,Kommunal,Ljungby,87262274,44,"77,3","86,4","237,5",..,..,"79,1","88,4","241,5",2015
Ljungby,Kungshögsskolan 3,Kommunal,Ljungby,96958960,85,"76,5","82,4","221,7",..,..,"81,3","85,0","224,7",2015
Ljungby,Åbyskolan 2,Kommunal,Ljungby,75853223,46,"87,0","87,0","234,5",..,..,"88,9","88,9","239,5",2015
Ljusdal,Friskolan Vintergatan,Enskild,Friskolan Vintergatan Ekonomisk Förening,62270371,34,"70,6",~100,"227,5",34,"100,0","70,6",~100,"227,5",2015
Ljusdal,Färila skola,Kommunal,Ljusdal,36425969,29,"89,7",~100,"229,7",29,"100,0","89,7",~100,"229,7",2015
Ljusdal,Los skola,Kommunal,Ljusdal,87366152,12,..,~100,"224,2",12,"100,0",..,~100,"224,2",2015
Ljusdal,Stenhamreskolan,Kommunal,Ljusdal,38870809,66,"45,5","59,1","194,4",45,"68,2","64,4","84,4","203,8",2015
Ljusdal,Öjeskolan,Kommunal,Ljusdal,47378558,61,"75,4","86,9","227,1",60,"98,4","76,7","88,3","227,1",2015
Ljusdal,Tallbacken,Enskild,Tallbackenhuset AB,84673347,17,..,"70,6","199,4",17,"100,0",..,"70,6","199,4",2015
Ljusnarsberg,Kyrkbacksskolan,Kommunal,Ljusnarsberg,82038420,39,"61,5","79,5","193,5",39,"100,0","61,5","79,5","193,5",2015
Lomma,Bjärehovskolan,Kommunal,Lomma,41254600,113,"99,1",~100,"268,5",..,..,"99,1",~100,"268,7",2015
Lomma,Pilängskolan,Kommunal,Lomma,15610637,105,"88,6","91,4","246,7",105,"100,0","88,6","91,4","246,7",2015
Lomma,Rutsborgskolan,Kommunal,Lomma,19570704,53,"88,7",~100,"241,9",53,"100,0","88,7",~100,"241,9",2015
Lomma,Montessoriskolan i Bjärred,Enskild,Montessori-Bjerred Ekonomisk Förening,52025747,11,"100,0","100,0","234,5",11,"100,0","100,0","100,0","234,5",2015
Ludvika,Fredriksbergs skola,Kommunal,Ludvika,88233361,..,..,..,..,..,..,..,..,..,2015
Ludvika,Kyrkskolan 7-9,Kommunal,Ludvika,28230949,123,"69,1","80,5","194,0",112,"91,1","75,0","86,6","204,1",2015
Ludvika,Lorensbergaskolan 7-9,Kommunal,Ludvika,47736072,106,"84,0","88,7","215,0",..,..,"89,9","94,9","226,5",2015
Ludvika,Parkskolan,Kommunal,Ludvika,61260328,39,"69,2","82,1","202,3",36,"92,3","72,2","86,1","210,1",2015
Luleå,Bergskolan,Kommunal,Luleå,72942852,105,"90,5","90,5","231,4",105,"100,0","90,5","90,5","231,4",2015
Luleå,Björkskataskolan,Kommunal,Luleå,89477984,81,"88,9",~100,"229,2",80,"98,8","90,0",~100,"229,2",2015
Luleå,Hertsöskolan 7-9,Kommunal,Luleå,15579589,92,"82,6","84,8","230,1",..,..,"83,3","85,6","230,6",2015
Luleå,Kråkbergsskolan,Kommunal,Luleå,46323920,39,"97,4",~100,"262,7",39,"100,0","97,4",~100,"262,7",2015
Luleå,Montessori,Kommunal,Luleå,35085794,34,"82,4","100,0","237,6",34,"100,0","82,4","100,0","237,6",2015
Luleå,Residensskolan 7-9,Kommunal,Luleå,73462793,40,"67,5","87,5","224,9",..,..,"68,4","86,8","225,2",2015
Luleå,Råneskolan 7-9,Kommunal,Luleå,22462490,52,"76,9","86,5","229,0",..,..,"80,0","86,7","229,9",2015
Luleå,Stadsöskolan 7-9,Kommunal,Luleå,95536453,78,"98,7",~100,"246,3",..,..,"100,0","100,0","248,5",2015
Luleå,Tunaskolan 7-9,Kommunal,Luleå,43539193,54,"87,0","88,9","233,5",..,..,"90,4",~100,"240,0",2015
Luleå,Örnässkolan 7-9,Kommunal,Luleå,20104143,77,"81,8","89,6","222,4",..,..,"82,4","90,5","223,8",2015
Luleå,Nya Läroverket,Enskild,Nya läroverket Luleå AB,82183259,42,"90,5",~100,"251,1",42,"100,0","90,5",~100,"251,1",2015
Luleå,Nya Läroverket Bergnäset,Enskild,Nya läroverket Luleå AB,52734580,20,"100,0","100,0","231,9",20,"100,0","100,0","100,0","231,9",2015
Luleå,Norrskenets Friskola i Luleå,Enskild,Pysslingen Förskolor och Skolor AB,55520065,16,"81,3",~100,"208,6",16,"100,0","81,3",~100,"208,6",2015
Lund,Freinetskolan i Lund,Enskild,"Freinetskolan i Lund,Ideell Förening",60492534,21,"81,0",~100,"258,4",21,"100,0","81,0",~100,"258,4",2015
Lund,Lunds Montessorigrundskola,Enskild,Föreningen Lunds Montessorigrundskola,70044059,20,"95,0","100,0","276,6",20,"100,0","95,0","100,0","276,6",2015
Lund,Kunskapsskolan Lund,Enskild,Kunskapsskolan i Sverige Aktiebolag,52037312,80,"97,5",~100,"258,5",80,"100,0","97,5",~100,"258,5",2015
Lund,Ekelundsskolan,Kommunal,Lund,15466912,10,.,..,"127,5",10,"100,0",.,..,"127,5",2015
Lund,Fågelskolan 4-9,Kommunal,Lund,64936034,51,"74,5","80,4","225,4",51,"100,0","74,5","80,4","225,4",2015
Lund,Fågelskolan LIG,Kommunal,Lund,37859279,..,..,..,..,..,..,..,..,..,2015
Lund,Fåglasångskolan,Kommunal,Lund,60754811,..,.,.,..,..,..,.,.,..,2015
Lund,Fäladsgården,Kommunal,Lund,54391347,99,"87,9",~100,"260,3",..,..,"88,4",~100,"263,2",2015
Lund,Fäladsgården LIG,Kommunal,Lund,52748045,..,..,..,..,..,..,..,..,..,2015
Lund,Genarps skola 6-9,Kommunal,Lund,19145800,41,"87,8",~100,"241,3",41,"100,0","87,8",~100,"241,3",2015
Lund,Gunnesboskolan 6-9,Kommunal,Lund,85762828,51,"80,4","86,3","234,1",51,"100,0","80,4","86,3","234,1",2015
Lund,ISLK/Int. School of Lund,Kommunal,Lund,70615815,28,.,.,.,18,"64,3",.,.,.,2015
Lund,Järnåkraskolan 4-9,Kommunal,Lund,39307298,87,"92,0",~100,"250,2",87,"100,0","92,0",~100,"250,2",2015
Lund,Killebäckskolan 7-9,Kommunal,Lund,42754004,86,"89,5","94,2","254,2",86,"100,0","89,5","94,2","254,2",2015
Lund,Lerbäckskolan 7-9,Kommunal,Lund,90340546,85,"90,6","94,1","265,9",..,..,"95,1",~100,"267,6",2015
Lund,Lerbäckskolan Förberedelseklass 7-9,Kommunal,Lund,90102417,..,.,.,.,..,..,.,.,.,2015
Lund,Nya Almelundsskolan,Kommunal,Lund,92834089,..,..,..,..,..,..,..,..,..,2015
Lund,Nyvångskolan 7-9,Kommunal,Lund,70811599,84,"90,5",~100,"243,7",84,"100,0","90,5",~100,"243,7",2015
Lund,Nyvångskolan LIG,Kommunal,Lund,83378388,..,..,..,..,..,..,..,..,..,2015
Lund,Svaleboskolan 7-9,Kommunal,Lund,27508103,64,"89,1",~100,"252,3",64,"100,0","89,1",~100,"252,3",2015
Lund,Svaneskolan,Kommunal,Lund,67020135,90,"84,4","88,9","243,9",90,"100,0","84,4","88,9","243,9",2015
Lund,Tunaskolan 6-9,Kommunal,Lund,76684064,89,"94,4",~100,"277,9",89,"100,0","94,4",~100,"277,9",2015
Lund,Tunaskolan LIG,Kommunal,Lund,11731664,..,.,..,..,..,..,.,..,..,2015
Lund,Vikingaskolan Förberedelseklass,Kommunal,Lund,45545480,..,.,.,..,..,..,.,.,.,2015
Lund,Värpingeskolan,Kommunal,Lund,15421898,..,.,.,..,..,..,.,.,..,2015
Lund,Östratornskolan 7-9,Kommunal,Lund,58622330,54,"90,7",~100,"248,5",..,..,"90,2",~100,"249,1",2015
Lund,Maria Montessori-skolan,Enskild,Pysslingen Förskolor och Skolor AB,40248457,17,"88,2","100,0","270,0",17,"100,0","88,2","100,0","270,0",2015
Lund,Stiftelsen BMSL,Enskild,Stiftelsen Bmsl,75154610,26,"96,2","100,0","279,4",26,"100,0","96,2","100,0","279,4",2015
Lund,Lunds Waldorfskola,Enskild,Stiftelsen Rudolf Steinerskolan i Lund,96533068,16,"100,0","100,0","262,0",16,"100,0","100,0","100,0","262,0",2015
Lund,Sankt Thomas Skola,Enskild,Stiftelsen s:t Thomas Skola,28753548,12,"91,7",~100,"289,1",12,"100,0","91,7",~100,"289,1",2015
Lycksele,Finnbacksskolan,Kommunal,Lycksele,35637430,123,"72,4","85,4","206,2",113,"91,9","76,1","90,3","211,3",2015
Lysekil,Gullmarsskolan 7-9,Kommunal,Lysekil,12247315,144,"75,0","79,2","214,5",..,..,"80,0","84,4","224,6",2015
Malmö,Videdals privatskolor,Enskild,Aktiebolaget Videdals Privatskolor,31996111,14,"100,0","100,0","284,8",14,"100,0","100,0","100,0","284,8",2015
Malmö,Bladins grundskola,Enskild,"Bladins Skola, Stiftelsen",57534630,24,"91,7","100,0","279,6",24,"100,0","91,7","100,0","279,6",2015
Malmö,Bladins Intern School of Malmö,Enskild,"Bladins Skola, Stiftelsen",78986228,50,.,.,.,..,..,.,.,.,2015
Malmö,Europaportens grundskola,Enskild,Europaportens Skolor AB,24339301,25,"100,0","100,0","291,7",25,"100,0","100,0","100,0","291,7",2015
Malmö,Backaskolan,Enskild,Föreningen Backaskolan,55040455,28,"85,7",~100,"221,5",28,"100,0","85,7",~100,"221,5",2015
Malmö,Kastanjeskolan,Enskild,Föreningen Kastanjeskolan,19024032,21,"95,2","100,0","265,4",21,"100,0","95,2","100,0","265,4",2015
Malmö,Malmö Montessoriskola,Enskild,"Hemgårdar i Malmö, Föreningen",13299659,32,"93,8",~100,"264,7",32,"100,0","93,8",~100,"264,7",2015
Malmö,Humfryskolan,Enskild,Humfry Utbildning AB,91823719,34,"88,2","100,0","241,6",34,"100,0","88,2","100,0","241,6",2015
Malmö,Kilowattskolan i Malmö,Enskild,Kilowatt AB,61317595,18,..,"55,6","138,0",18,"100,0",..,"55,6","138,0",2015
Malmö,Mariaskolan,Enskild,Kristna Skolföreningen i Malmö,67272295,21,"85,7",~100,"275,0",21,"100,0","85,7",~100,"275,0",2015
Malmö,Apelgårdsskolan,Kommunal,Malmö,56672773,49,"30,6","65,3","173,7",..,..,"31,8","70,5","180,8",2015
Malmö,Augustenborgsskolan,Kommunal,Malmö,89876778,103,"52,4","74,8","216,1",..,..,"53,5","75,2","216,4",2015
Malmö,Bergaskolan 6-9,Kommunal,Malmö,40035084,136,"93,4",~100,"259,4",136,"100,0","93,4",~100,"259,4",2015
Malmö,Bäckagårdsskolan,Kommunal,Malmö,12636945,53,"92,5",~100,"266,8",53,"100,0","92,5",~100,"266,8",2015
Malmö,Dammfriskolan,Kommunal,Malmö,48874671,75,"66,7","84,0","221,3",..,..,"69,6","87,0","229,3",2015
Malmö,Gottorpskolan,Kommunal,Malmö,56363473,64,"81,3","82,8","236,1",..,..,"84,5","86,2","238,3",2015
Malmö,Hermodsdalsskolan,Kommunal,Malmö,56666435,46,"32,6","58,7","185,4",..,..,"33,3","60,0","187,9",2015
Malmö,Höjaskolan,Kommunal,Malmö,99835038,58,"74,1","79,3","222,1",57,"98,3","75,4","80,7","225,3",2015
Malmö,Johannesskolan,Kommunal,Malmö,82797662,39,"41,0","53,8","191,0",..,..,"45,7","60,0","204,4",2015
Malmö,Kirsebergsskolan,Kommunal,Malmö,25054799,61,"42,6","67,2","185,1",..,..,"47,3","72,7","194,0",2015
Malmö,Kroksbäcksskolan,Kommunal,Malmö,98745015,51,"43,1","62,7","210,5",..,..,"45,7","67,4","217,9",2015
Malmö,Kryddgårdsskolan,Kommunal,Malmö,66836744,..,..,..,..,..,..,..,..,..,2015
Malmö,Lindeborgsskolan,Kommunal,Malmö,22509001,102,"59,8","70,6","217,9",..,..,"61,9","73,2","221,6",2015
Malmö,Lindängeskolan,Kommunal,Malmö,75875503,73,"57,5","64,4","207,7",..,..,"62,1","69,7","215,8",2015
Malmö,Linnéskolan,Kommunal,Malmö,63951601,77,"84,4","93,5","238,6",77,"100,0","84,4","93,5","238,6",2015
Malmö,Malmö Idrottsgrundskola,Kommunal,Malmö,71454628,78,"96,2",~100,"258,6",78,"100,0","96,2",~100,"258,6",2015
Malmö,Malmö International School,Kommunal,Malmö,56446897,23,"69,6","73,9","271,2",..,..,"84,2",~100,"279,2",2015
Malmö,Mottagningsskolan Mosaik,Kommunal,Malmö,58937869,85,.,.,"19,0",.,.,.,.,.,2015
Malmö,Munkhätteskolan,Kommunal,Malmö,74972690,47,"53,2","66,0","191,6",..,..,"53,3","66,7","191,6",2015
Malmö,Möllevångsskolan,Kommunal,Malmö,88590084,48,"45,8","70,8","183,1",..,..,"48,9","73,3","188,9",2015
Malmö,Olympen,Kommunal,Malmö,87991089,..,.,.,..,..,..,.,.,..,2015
Malmö,Oxievångsskolan,Kommunal,Malmö,64402572,122,"70,5","78,7","212,3",..,..,"71,7","80,0","213,7",2015
Malmö,Pilbäcksskolan,Kommunal,Malmö,85007077,47,"95,7",~100,"247,0",47,"100,0","95,7",~100,"247,0",2015
Malmö,Rönnenskolan,Kommunal,Malmö,93599910,67,"83,6","89,6","231,1",..,..,"83,1","89,2","228,8",2015
Malmö,Rörsjöskolan-Zenith,Kommunal,Malmö,83861471,74,"63,5","78,4","220,4",..,..,"64,3","80,0","222,0",2015
Malmö,Sakura,Kommunal,Malmö,89945429,..,..,..,..,..,..,..,..,..,2015
Malmö,Slottsstadens skola,Kommunal,Malmö,92862757,154,"70,1","83,8","234,6",..,..,"72,4","86,2","239,0",2015
Malmö,Sofielundsskolan,Kommunal,Malmö,65836771,25,..,..,"145,9",..,..,..,..,"170,5",2015
